epoch,step,val_reconstruction_loss
0,6,1.0377178192138672
1,13,0.9832618236541748
2,20,0.9327272176742554
3,27,0.8949100971221924
4,34,0.8655786514282227
5,41,0.8449962735176086
6,48,0.8319838643074036
7,55,0.8238644599914551
8,62,0.8204467296600342
9,69,0.8199779987335205
10,76,0.8219554424285889
11,83,0.8208476305007935
12,90,0.8177030682563782
13,97,0.8090003728866577
14,104,0.7932395935058594
15,111,0.7715359330177307
16,118,0.7454792261123657
17,125,0.7145138382911682
18,132,0.6817528009414673
19,139,0.6498600840568542
20,146,0.6190983653068542
21,153,0.5906578898429871
22,160,0.5665709972381592
23,167,0.5472025871276855
24,174,0.5315518975257874
25,181,0.5202746987342834
26,188,0.5130192041397095
27,195,0.5084459185600281
28,202,0.5067955255508423
29,209,0.5062620639801025
30,216,0.50612872838974
31,223,0.5060499310493469
32,230,0.5036920309066772
33,237,0.49920955300331116
34,244,0.4918636083602905
35,251,0.4810236990451813
36,258,0.46826568245887756
37,265,0.45280441641807556
38,272,0.4365251064300537
39,279,0.4197610020637512
40,286,0.4036896526813507
41,293,0.38885894417762756
42,300,0.3765064477920532
43,307,0.36595219373703003
44,314,0.35720476508140564
45,321,0.3512772023677826
46,328,0.3466698229312897
47,335,0.34432557225227356
48,342,0.3434266746044159
49,349,0.34302234649658203
50,356,0.3430916965007782
51,363,0.34284600615501404
52,370,0.34193065762519836
53,377,0.339254230260849
54,384,0.33535391092300415
55,391,0.3300073742866516
56,398,0.3228675425052643
57,405,0.31475189328193665
58,412,0.30586323142051697
59,419,0.29672297835350037
60,426,0.2880512475967407
61,433,0.27953460812568665
62,440,0.2727244794368744
63,447,0.2665277123451233
64,454,0.26124733686447144
65,461,0.25737008452415466
66,468,0.2548016607761383
67,475,0.25324293971061707
68,482,0.25249651074409485
69,489,0.2523258924484253
70,496,0.25238221883773804
71,503,0.2521926462650299
72,510,0.2516629695892334
73,517,0.2501053512096405
74,524,0.24794623255729675
75,531,0.24457596242427826
76,538,0.24078820645809174
77,545,0.23582303524017334
78,552,0.23017852008342743
79,559,0.22555670142173767
80,566,0.21913349628448486
81,573,0.21521581709384918
82,580,0.2097262144088745
83,587,0.20610055327415466
84,594,0.20242731273174286
85,601,0.1997755765914917
86,608,0.1981220543384552
87,615,0.19707275927066803
88,622,0.19646798074245453
89,629,0.19630831480026245
90,636,0.19630549848079681
91,643,0.19624269008636475
92,650,0.19590671360492706
93,657,0.19494330883026123
94,664,0.19356770813465118
95,671,0.1913626790046692
96,678,0.1890009045600891
97,685,0.18624205887317657
98,692,0.18216688930988312
99,699,0.17828096449375153
100,706,0.1749822497367859
101,713,0.17149291932582855
102,720,0.16821667551994324
103,727,0.16535542905330658
104,734,0.16315266489982605
105,741,0.16157017648220062
106,748,0.15961214900016785
107,755,0.1589244157075882
108,762,0.15840889513492584
109,769,0.15823711454868317
110,776,0.15828627347946167
111,783,0.1581733077764511
112,790,0.15792050957679749
113,797,0.15714064240455627
114,804,0.1563442200422287
115,811,0.1551799476146698
116,818,0.15253250300884247
117,825,0.15007536113262177
118,832,0.1483079046010971
119,839,0.14492128789424896
120,846,0.14208102226257324
121,853,0.140302836894989
122,860,0.13725586235523224
123,867,0.1364758461713791
124,874,0.1339801847934723
125,881,0.13141459226608276
126,888,0.13026544451713562
127,895,0.12998223304748535
128,902,0.12967371940612793
129,909,0.12942485511302948
130,916,0.12930908799171448
131,923,0.12919947504997253
132,930,0.12908823788166046
133,937,0.12869828939437866
134,944,0.1280108541250229
135,951,0.12715639173984528
136,958,0.12520752847194672
137,965,0.12487956136465073
138,972,0.12239732593297958
139,979,0.12124697864055634
140,986,0.12002365291118622
141,993,0.12022165209054947
142,1000,0.11674892157316208
143,1007,0.11211361736059189
144,1014,0.11081589013338089
145,1021,0.10956349968910217
146,1028,0.10933560878038406
147,1035,0.10814341902732849
148,1042,0.10748523473739624
149,1049,0.10730103403329849
150,1056,0.10729063302278519
151,1063,0.1072005033493042
152,1070,0.10707816481590271
153,1077,0.10670146346092224
154,1084,0.10617230832576752
155,1091,0.1051642969250679
156,1098,0.10443969815969467
157,1105,0.10312002897262573
158,1112,0.10135040432214737
159,1119,0.10023022443056107
160,1126,0.09908077865839005
161,1133,0.09812469035387039
162,1140,0.1018931120634079
163,1147,0.09469935297966003
164,1154,0.09208696335554123
165,1161,0.0905628502368927
166,1168,0.09054846316576004
167,1175,0.08940854668617249
168,1182,0.08913321793079376
169,1189,0.0889805480837822
170,1196,0.08901061117649078
171,1203,0.089000403881073
172,1210,0.08886007219552994
173,1217,0.08852698653936386
174,1224,0.0881631001830101
175,1231,0.08789600431919098
176,1238,0.08660586923360825
177,1245,0.08582433313131332
178,1252,0.08659821003675461
179,1259,0.08325891941785812
180,1266,0.08186061680316925
181,1273,0.08104467391967773
182,1280,0.07903598248958588
183,1287,0.07950437068939209
184,1294,0.07729524374008179
185,1301,0.07743334025144577
186,1308,0.07550294697284698
187,1315,0.07490164041519165
188,1322,0.07422403246164322
189,1329,0.07398033887147903
190,1336,0.07393832504749298
191,1343,0.07393334060907364
192,1350,0.07401863485574722
193,1357,0.07386193424463272
194,1364,0.07385826110839844
195,1371,0.07343994081020355
196,1378,0.07246547937393188
197,1385,0.07427964359521866
198,1392,0.07404932379722595
199,1399,0.07081110775470734
200,1406,0.0691819116473198
201,1413,0.07098186016082764
202,1420,0.06920693069696426
203,1427,0.06780539453029633
204,1434,0.06489637494087219
205,1441,0.06343623995780945
206,1448,0.06279430538415909
207,1455,0.062432911247015
208,1462,0.06218134984374046
209,1469,0.06206575408577919
210,1476,0.06205308437347412
211,1483,0.061885081231594086
212,1490,0.06185442954301834
213,1497,0.06180870160460472
214,1504,0.06168513000011444
215,1511,0.06188799813389778
216,1518,0.06270954757928848
217,1525,0.06429868936538696
218,1532,0.06112067401409149
219,1539,0.061032734811306
220,1546,0.07763797789812088
221,1553,0.05613229051232338
222,1560,0.057739824056625366
223,1567,0.055403292179107666
224,1574,0.05508594587445259
225,1581,0.05393974855542183
226,1588,0.052874527871608734
227,1595,0.05313865840435028
228,1602,0.05258757621049881
229,1609,0.0520080104470253
230,1616,0.051878053694963455
231,1623,0.05178429186344147
232,1630,0.05166594684123993
233,1637,0.05166538432240486
234,1644,0.05195220559835434
235,1651,0.051983192563056946
236,1658,0.05160985514521599
237,1665,0.05092635005712509
238,1672,0.05225905403494835
239,1679,0.05380169302225113
240,1686,0.0508744940161705
241,1693,0.048938602209091187
242,1700,0.049353715032339096
243,1707,0.04830643907189369
244,1714,0.04658667370676994
245,1721,0.0458303838968277
246,1728,0.045101433992385864
247,1735,0.04450683668255806
248,1742,0.044061560183763504
249,1749,0.04378335177898407
250,1756,0.043720606714487076
251,1763,0.043778836727142334
252,1770,0.04373760148882866
253,1777,0.04349559545516968
254,1784,0.04358309507369995
255,1791,0.04327202960848808
256,1798,0.04530730098485947
257,1805,0.044824499636888504
258,1812,0.05516643077135086
259,1819,0.04484420269727707
260,1826,0.04143151640892029
261,1833,0.03994756191968918
262,1840,0.04154857620596886
263,1847,0.03924509882926941
264,1854,0.04019750654697418
265,1861,0.03846259042620659
266,1868,0.03794172778725624
267,1875,0.03751853480935097
268,1882,0.03717420622706413
269,1889,0.03689819574356079
270,1896,0.03685519099235535
271,1903,0.0367676317691803
272,1910,0.036863382905721664
273,1917,0.036739982664585114
274,1924,0.036800410598516464
275,1931,0.03739915043115616
276,1938,0.03718665614724159
277,1945,0.03653459995985031
278,1952,0.03592649847269058
279,1959,0.036652594804763794
280,1966,0.037462763488292694
281,1973,0.03510386869311333
282,1980,0.036522965878248215
283,1987,0.03371652215719223
284,1994,0.03285570815205574
285,2001,0.03281936049461365
286,2008,0.032510168850421906
287,2015,0.03266802802681923
288,2022,0.032185979187488556
289,2029,0.031735073775053024
290,2036,0.03162458911538124
291,2043,0.031580664217472076
292,2050,0.0316750667989254
293,2057,0.032025501132011414
294,2064,0.03229433670639992
295,2071,0.03261484578251839
296,2078,0.03191162645816803
297,2085,0.032473042607307434
298,2092,0.031523242592811584
299,2099,0.03098391927778721
300,2106,0.03006730228662491
301,2113,0.029270505532622337
302,2120,0.030631091445684433
303,2127,0.03263871371746063
304,2134,0.03018987737596035
305,2141,0.028591126203536987
306,2148,0.028031302616000175
307,2155,0.028017692267894745
308,2162,0.027864672243595123
309,2169,0.02766963467001915
310,2176,0.027665579691529274
311,2183,0.02763422019779682
312,2190,0.027709076181054115
313,2197,0.027762046083807945
314,2204,0.028004178777337074
315,2211,0.02892673760652542
316,2218,0.027631472796201706
317,2225,0.029503146186470985
318,2232,0.0263868048787117
319,2239,0.026632485911250114
320,2246,0.02633269503712654
321,2253,0.027215369045734406
