epoch,epoch_val_accuracy,epoch_val_loss,step,train_loss,val_accuracy,val_loss
309,0.6640625,1.0754972696304321,3409,,0.6640625,1.0754972696304321
310,0.6484375,1.0140645503997803,3420,,0.6484375,1.0140645503997803
311,0.4375,1.2994158267974854,3431,,0.4375,1.2994158267974854
312,0.4921875,1.256301999092102,3442,,0.4921875,1.256301999092102
313,,,3449,0.733136773109436,,
313,0.46875,1.2630568742752075,3453,,0.46875,1.2630568742752075
314,0.4140625,1.2417570352554321,3464,,0.4140625,1.2417570352554321
315,0.453125,1.2267136573791504,3475,,0.453125,1.2267136573791504
316,0.6328125,1.1132498979568481,3486,,0.6328125,1.1132498979568481
317,0.5625,1.164613127708435,3497,,0.5625,1.164613127708435
318,,,3499,0.7161157727241516,,
318,0.65625,1.0262020826339722,3508,,0.65625,1.0262020826339722
319,0.59375,1.1877450942993164,3519,,0.59375,1.1877450942993164
320,0.625,1.0690330266952515,3530,,0.625,1.0690330266952515
321,0.5234375,1.296196460723877,3541,,0.5234375,1.296196460723877
322,,,3549,0.7578627467155457,,
322,0.4609375,1.3130741119384766,3552,,0.4609375,1.3130741119384766
323,0.390625,1.327445149421692,3563,,0.390625,1.327445149421692
324,0.453125,1.2913358211517334,3574,,0.453125,1.2913358211517334
325,0.3984375,1.4338806867599487,3585,,0.3984375,1.4338806867599487
326,0.4453125,1.2577950954437256,3596,,0.4453125,1.2577950954437256
327,,,3599,0.7334678769111633,,
327,0.515625,1.1682957410812378,3607,,0.515625,1.1682957410812378
328,0.640625,1.0738238096237183,3618,,0.640625,1.0738238096237183
329,0.6171875,1.1094828844070435,3629,,0.6171875,1.1094828844070435
330,0.5703125,1.203317403793335,3640,,0.5703125,1.203317403793335
331,,,3649,0.7481668591499329,,
331,0.5078125,1.3052798509597778,3651,,0.5078125,1.3052798509597778
332,0.421875,1.3578225374221802,3662,,0.421875,1.3578225374221802
333,0.328125,1.356489658355713,3673,,0.328125,1.356489658355713
334,0.484375,1.3121058940887451,3684,,0.484375,1.3121058940887451
335,0.3125,1.3591275215148926,3695,,0.3125,1.3591275215148926
336,,,3699,0.7364552617073059,,
336,0.4375,1.2935115098953247,3706,,0.4375,1.2935115098953247
337,0.4765625,1.181283950805664,3717,,0.4765625,1.181283950805664
338,0.609375,1.0957112312316895,3728,,0.609375,1.0957112312316895
339,0.390625,1.2834725379943848,3739,,0.390625,1.2834725379943848
340,,,3749,0.9818353056907654,,
340,0.53125,1.2272621393203735,3750,,0.53125,1.2272621393203735
341,0.40625,1.3640573024749756,3761,,0.40625,1.3640573024749756
342,0.3359375,1.351749062538147,3772,,0.3359375,1.351749062538147
343,0.4765625,1.272301435470581,3783,,0.4765625,1.272301435470581
344,0.1875,1.3840618133544922,3794,,0.1875,1.3840618133544922
345,,,3799,0.7607566118240356,,
345,0.421875,1.3336971998214722,3805,,0.421875,1.3336971998214722
346,0.609375,1.1610512733459473,3816,,0.609375,1.1610512733459473
347,0.515625,1.2252304553985596,3827,,0.515625,1.2252304553985596
348,0.6171875,1.2115933895111084,3838,,0.6171875,1.2115933895111084
349,,,3849,0.7208830714225769,,
349,0.578125,1.2876216173171997,3849,,0.578125,1.2876216173171997
350,0.6640625,1.0232259035110474,3860,,0.6640625,1.0232259035110474
351,0.3359375,1.3862980604171753,3871,,0.3359375,1.3862980604171753
352,0.5,1.3245739936828613,3882,,0.5,1.3245739936828613
353,0.4765625,1.286437749862671,3893,,0.4765625,1.286437749862671
354,,,3899,0.720683217048645,,
354,0.453125,1.2391356229782104,3904,,0.453125,1.2391356229782104
355,0.515625,1.2266117334365845,3915,,0.515625,1.2266117334365845
356,0.5703125,1.2096415758132935,3926,,0.5703125,1.2096415758132935
357,0.6640625,1.0571850538253784,3937,,0.6640625,1.0571850538253784
358,0.515625,1.2259718179702759,3948,,0.515625,1.2259718179702759
359,,,3949,0.7554194331169128,,
359,0.46875,1.2246739864349365,3959,,0.46875,1.2246739864349365
360,0.5703125,1.1800529956817627,3970,,0.5703125,1.1800529956817627
