epoch,step,val_reconstruction_loss
0,34,0.8322057723999023
1,69,0.6570010781288147
2,104,0.5358828902244568
3,139,0.4537273645401001
4,174,0.39943572878837585
5,209,0.3641585111618042
6,244,0.34204554557800293
7,279,0.3300054669380188
8,314,0.32435545325279236
9,349,0.3233359754085541
10,384,0.3234542906284332
11,419,0.3219098448753357
12,454,0.3160691559314728
13,489,0.3043346703052521
14,524,0.2866479456424713
15,559,0.2640630900859833
16,594,0.24057847261428833
17,629,0.21616697311401367
18,664,0.19383956491947174
19,699,0.17406415939331055
20,734,0.1577286571264267
21,769,0.1446278989315033
22,804,0.13230986893177032
23,839,0.12269497662782669
24,874,0.11784356087446213
25,909,0.11109081655740738
26,944,0.1061214804649353
27,979,0.10345137864351273
28,1014,0.10248292237520218
29,1049,0.101687490940094
30,1084,0.10182460397481918
31,1119,0.10132765769958496
32,1154,0.10096534341573715
33,1189,0.09916237741708755
34,1224,0.09732633084058762
35,1259,0.09274130314588547
36,1294,0.08820557594299316
37,1329,0.08446338772773743
38,1364,0.07848704606294632
39,1399,0.07167789340019226
40,1434,0.06678666174411774
41,1469,0.06094445288181305
42,1504,0.055954743176698685
43,1539,0.052685294300317764
44,1574,0.04936392977833748
45,1609,0.04558442160487175
46,1644,0.043938297778367996
47,1679,0.04314373433589935
48,1714,0.04232598468661308
49,1749,0.04187345132231712
50,1784,0.04170462489128113
51,1819,0.04173876717686653
52,1854,0.041427165269851685
53,1889,0.04107065126299858
54,1924,0.04128674045205116
55,1959,0.03951938450336456
56,1994,0.03799072653055191
57,2029,0.03724731132388115
58,2064,0.041117552667856216
59,2099,0.03252111002802849
60,2134,0.03226020559668541
61,2169,0.03155582770705223
62,2204,0.02876654453575611
63,2239,0.025619974359869957
64,2274,0.025659911334514618
65,2309,0.024300886318087578
66,2344,0.023854365572333336
67,2379,0.023731311783194542
68,2414,0.023464063182473183
69,2449,0.023352058604359627
70,2484,0.023231184110045433
71,2519,0.023221800103783607
72,2554,0.023411551490426064
73,2589,0.0231570303440094
74,2624,0.023493731394410133
75,2659,0.02289845608174801
76,2694,0.02218875288963318
77,2729,0.02186320722103119
78,2764,0.022092079743742943
79,2799,0.02097366936504841
80,2834,0.021359799429774284
81,2869,0.02137403003871441
82,2904,0.021512411534786224
83,2939,0.022111793980002403
84,2974,0.020827507600188255
85,3009,0.020114563405513763
86,3044,0.021068817004561424
87,3079,0.02019011229276657
88,3114,0.02013387717306614
89,3149,0.020013747736811638
90,3184,0.020020298659801483
91,3219,0.01997716724872589
92,3254,0.02060038410127163
93,3289,0.020488200709223747
94,3324,0.020015385001897812
95,3359,0.022602029144763947
96,3394,0.020036406815052032
97,3429,0.02017381601035595
98,3464,0.020911341533064842
99,3499,0.022053547203540802
100,3534,0.022157425060868263
101,3569,0.02347417175769806
102,3604,0.01982111670076847
103,3639,0.02356790192425251
104,3674,0.020339235663414
105,3709,0.02051713317632675
106,3744,0.020313305780291557
107,3779,0.020312974229454994
108,3814,0.019795825704932213
109,3849,0.019700439646840096
110,3884,0.01970255933701992
111,3919,0.019666729494929314
112,3954,0.020028702914714813
113,3989,0.019677450880408287
114,4024,0.019727347418665886
115,4059,0.02107393741607666
116,4094,0.021497823297977448
117,4129,0.020994270220398903
118,4164,0.01970159448683262
119,4199,0.019527681171894073
120,4234,0.021460240706801414
121,4269,0.019397346302866936
122,4304,0.019907139241695404
123,4339,0.02036755532026291
124,4374,0.021595189347863197
125,4409,0.02041497267782688
126,4444,0.019723497331142426
127,4479,0.02045183815062046
128,4514,0.019735826179385185
129,4549,0.019584009423851967
130,4584,0.019645648077130318
131,4619,0.019734220579266548
132,4654,0.019684819504618645
