epoch,epoch_val_accuracy,step,test_accuracy,train_loss,val_accuracy,val_loss
0,0.4661458432674408,34,,,0.4661458432674408,1.4583808183670044
1,,49,0.578125,1.0384507179260254,,
1,0.5729166865348816,69,,,0.5729166865348816,1.157670497894287
2,,99,0.828125,0.6216446161270142,,
2,0.6666666865348816,104,,,0.6666666865348816,0.9685254096984863
3,0.6041666865348816,139,,,0.6041666865348816,1.0806320905685425
4,,149,0.875,0.42107999324798584,,
4,0.6328125,174,,,0.6328125,1.145278811454773
5,,199,0.859375,0.4512154459953308,,
5,0.6171875,209,,,0.6171875,1.0007390975952148
6,0.671875,244,,,0.671875,1.1147106885910034
7,,249,0.9375,0.2750083804130554,,
7,0.6848958134651184,279,,,0.6848958134651184,0.9241794943809509
8,,299,0.953125,0.18677537143230438,,
8,0.7057291865348816,314,,,0.7057291865348816,0.8605017066001892
9,,349,0.984375,0.1538718342781067,,
9,0.703125,349,,,0.703125,0.8387854695320129
10,0.6979166865348816,384,,,0.6979166865348816,0.8403198719024658
11,,399,0.90625,0.25512391328811646,,
11,0.7005208134651184,419,,,0.7005208134651184,0.8595498204231262
12,,449,0.96875,0.1688406765460968,,
12,0.6822916865348816,454,,,0.6822916865348816,0.8739035725593567
13,0.6770833134651184,489,,,0.6770833134651184,0.9455510973930359
14,,499,0.921875,0.2176470160484314,,
14,0.703125,524,,,0.703125,0.8539620041847229
15,,549,0.90625,0.27769115567207336,,
15,0.7057291865348816,559,,,0.7057291865348816,0.8416123390197754
16,0.6796875,594,,,0.6796875,0.9304170608520508
17,,599,0.921875,0.20127266645431519,,
17,0.7109375,629,,,0.7109375,0.8590986132621765
18,,649,0.96875,0.17271539568901062,,
18,0.6744791865348816,664,,,0.6744791865348816,0.901372492313385
19,,699,0.890625,0.22471800446510315,,
19,0.7057291865348816,699,,,0.7057291865348816,0.9062674641609192
20,0.6901041865348816,734,,,0.6901041865348816,0.8411139845848083
21,,749,0.953125,0.18603920936584473,,
21,0.703125,769,,,0.703125,0.8670162558555603
22,,799,0.890625,0.2641322910785675,,
22,0.7057291865348816,804,,,0.7057291865348816,0.8598868250846863
23,0.7135416865348816,839,,,0.7135416865348816,0.8326747417449951
24,,849,0.9375,0.2169477641582489,,
24,0.7161458134651184,874,,,0.7161458134651184,0.8055612444877625
25,,899,0.984375,0.1535617858171463,,
25,0.7135416865348816,909,,,0.7135416865348816,0.8507139086723328
26,0.7005208134651184,944,,,0.7005208134651184,0.8442758917808533
27,,949,0.921875,0.2549354135990143,,
27,0.7161458134651184,979,,,0.7161458134651184,0.8669760823249817
28,,999,0.953125,0.22458705306053162,,
28,0.6927083134651184,1014,,,0.6927083134651184,0.866887092590332
29,,1049,0.984375,0.15884634852409363,,
29,0.6927083134651184,1049,,,0.6927083134651184,0.8871960639953613
30,0.71875,1084,,,0.71875,0.8307342529296875
31,,1099,0.875,0.3072015643119812,,
31,0.703125,1119,,,0.703125,0.8870895504951477
32,,1149,0.84375,0.3662566840648651,,
32,0.703125,1154,,,0.703125,0.8820466995239258
33,0.71875,1189,,,0.71875,0.8199648261070251
34,,1199,0.9375,0.19456274807453156,,
34,0.6848958134651184,1224,,,0.6848958134651184,0.897613525390625
35,,1249,0.96875,0.17253993451595306,,
35,0.7239583134651184,1259,,,0.7239583134651184,0.8202782273292542
36,0.7135416865348816,1294,,,0.7135416865348816,0.8838538527488708
37,,1299,0.984375,0.16525506973266602,,
37,0.7005208134651184,1329,,,0.7005208134651184,0.8674595952033997
38,,1349,0.890625,0.3141712248325348,,
38,0.6901041865348816,1364,,,0.6901041865348816,0.9146196842193604
39,,1399,0.953125,0.19591142237186432,,
39,0.6953125,1399,,,0.6953125,0.8530029654502869
40,0.6953125,1434,,,0.6953125,0.8913276791572571
41,,1449,0.890625,0.22500112652778625,,
41,0.71875,1469,,,0.71875,0.8418142199516296
42,,1499,0.921875,0.1770874708890915,,
42,0.6979166865348816,1504,,,0.6979166865348816,0.8429854512214661
43,0.7135416865348816,1539,,,0.7135416865348816,0.8171577453613281
44,,1549,0.875,0.27087289094924927,,
44,0.7083333134651184,1574,,,0.7083333134651184,0.8270435333251953
45,,1599,0.984375,0.1464701145887375,,
45,0.6979166865348816,1609,,,0.6979166865348816,0.8949947357177734
46,0.7135416865348816,1644,,,0.7135416865348816,0.848221480846405
47,,1649,0.90625,0.2320144921541214,,
47,0.6901041865348816,1679,,,0.6901041865348816,0.9271335601806641
48,,1699,0.96875,0.12929034233093262,,
48,0.7161458134651184,1714,,,0.7161458134651184,0.7786629796028137
49,,1749,0.90625,0.28177884221076965,,
49,0.7161458134651184,1749,,,0.7161458134651184,0.851581871509552
50,0.6927083134651184,1784,,,0.6927083134651184,0.8505055904388428
51,,1799,0.9375,0.18732430040836334,,
51,0.7005208134651184,1819,,,0.7005208134651184,0.8994167447090149
52,,1849,0.953125,0.16347837448120117,,
52,0.7135416865348816,1854,,,0.7135416865348816,0.8177816271781921
53,0.7057291865348816,1889,,,0.7057291865348816,0.8327231407165527
54,,1899,0.9375,0.22275815904140472,,
54,0.7109375,1924,,,0.7109375,0.8408302664756775
55,,1949,0.859375,0.3277254104614258,,
55,0.703125,1959,,,0.703125,0.8557952046394348
56,0.703125,1994,,,0.703125,0.825184166431427
57,,1999,0.9375,0.20534417033195496,,
57,0.7005208134651184,2029,,,0.7005208134651184,0.8357122540473938
58,,2049,0.890625,0.28119516372680664,,
58,0.6979166865348816,2064,,,0.6979166865348816,0.8415879607200623
59,,2099,0.9375,0.19227011501789093,,
59,0.6979166865348816,2099,,,0.6979166865348816,0.8684950470924377
60,0.6979166865348816,2134,,,0.6979166865348816,0.8377458453178406
61,,2149,0.953125,0.15658697485923767,,
61,0.703125,2169,,,0.703125,0.883084774017334
62,,2199,0.890625,0.2859320640563965,,
62,0.7005208134651184,2204,,,0.7005208134651184,0.8587345480918884
63,0.7109375,2239,,,0.7109375,0.8460206985473633
64,,2249,0.84375,0.3116757273674011,,
64,0.7005208134651184,2274,,,0.7005208134651184,0.834136962890625
65,,2299,0.953125,0.18068671226501465,,
65,0.6901041865348816,2309,,,0.6901041865348816,0.8754644393920898
