epoch,step,val_reconstruction_loss
0,20,0.9956889748573303
1,41,0.8799352049827576
2,62,0.7853695750236511
3,83,0.7137853503227234
4,104,0.6587746739387512
5,125,0.6205454468727112
6,146,0.5949077010154724
7,167,0.5806279182434082
8,188,0.5742022395133972
9,209,0.572613537311554
10,230,0.5726727843284607
11,251,0.5705800652503967
12,272,0.5637974739074707
13,293,0.5491344332695007
14,314,0.5249574780464172
15,335,0.4939349889755249
16,356,0.45651426911354065
17,377,0.4185502529144287
18,398,0.38249340653419495
19,419,0.3465021550655365
20,440,0.3172106444835663
21,461,0.2939150631427765
22,482,0.27460452914237976
23,503,0.2623371481895447
24,524,0.2479577511548996
25,545,0.2407807856798172
26,566,0.23410780727863312
27,587,0.2302284687757492
28,608,0.2285134643316269
29,629,0.22768549621105194
30,650,0.22759489715099335
31,671,0.22738665342330933
32,692,0.22599709033966064
33,713,0.2229677438735962
34,734,0.21881389617919922
35,755,0.21304525434970856
36,776,0.20423536002635956
37,797,0.19611354172229767
38,818,0.18523342907428741
39,839,0.17710210382938385
40,860,0.1703721433877945
41,881,0.16186080873012543
42,902,0.15329153835773468
43,923,0.14692245423793793
44,944,0.1451040357351303
45,965,0.14094553887844086
46,986,0.13424766063690186
47,1007,0.13227008283138275
48,1028,0.13129030168056488
49,1049,0.13071876764297485
50,1070,0.1306481808423996
51,1091,0.1305597871541977
52,1112,0.1303132325410843
53,1133,0.1292770504951477
54,1154,0.1274619847536087
55,1175,0.1256980448961258
56,1196,0.12418333441019058
57,1217,0.11959808319807053
58,1238,0.11966300755739212
59,1259,0.11225813627243042
60,1280,0.11800438165664673
61,1301,0.11105266958475113
62,1322,0.10143426805734634
63,1343,0.09767887741327286
64,1364,0.0937691330909729
65,1385,0.08915192633867264
66,1406,0.08892657607793808
67,1427,0.08596760034561157
68,1448,0.08528715372085571
69,1469,0.08448421955108643
70,1490,0.08438078314065933
71,1511,0.08436325937509537
72,1532,0.08416137844324112
73,1553,0.0841551423072815
74,1574,0.0845433846116066
75,1595,0.0839386060833931
76,1616,0.08210492879152298
77,1637,0.08168340474367142
78,1658,0.08432427048683167
79,1679,0.07547929883003235
80,1700,0.07292083650827408
81,1721,0.0725565180182457
82,1742,0.07429476827383041
83,1763,0.06614169478416443
84,1784,0.06694145500659943
85,1805,0.0668640062212944
86,1826,0.06322010606527328
87,1847,0.062137942761182785
88,1868,0.06111232936382294
89,1889,0.060541510581970215
90,1910,0.0606846809387207
91,1931,0.060687657445669174
92,1952,0.06115736439824104
93,1973,0.06100017949938774
94,1994,0.06176295503973961
95,2015,0.060268472880125046
96,2036,0.06272860616445541
97,2057,0.06630847603082657
98,2078,0.05950513854622841
99,2099,0.07084003835916519
100,2120,0.06741359829902649
101,2141,0.06181691214442253
102,2162,0.0650377944111824
103,2183,0.05643927678465843
104,2204,0.06550944596529007
105,2225,0.05281813070178032
106,2246,0.052410539239645004
107,2267,0.05177466943860054
108,2288,0.050007015466690063
109,2309,0.04961075261235237
110,2330,0.04934932664036751
111,2351,0.04968491196632385
112,2372,0.049932319670915604
113,2393,0.04965900257229805
114,2414,0.05088120698928833
115,2435,0.052928727120161057
116,2456,0.07397423684597015
117,2477,0.04880712926387787
118,2498,0.054737310856580734
119,2519,0.05055607482790947
120,2540,0.05754269286990166
121,2561,0.08331706374883652
122,2582,0.05922982096672058
123,2603,0.047731611877679825
124,2624,0.04891592636704445
125,2645,0.056111592799425125
126,2666,0.04597463086247444
127,2687,0.047421377152204514
128,2708,0.0454760380089283
129,2729,0.0451635904610157
130,2750,0.04516071453690529
131,2771,0.04535972699522972
132,2792,0.04553179442882538
133,2813,0.048295605927705765
134,2834,0.04607642814517021
135,2855,0.04586096480488777
136,2876,0.05667507275938988
137,2897,0.05069756507873535
138,2918,0.047239791601896286
139,2939,0.06494782119989395
140,2960,0.11912598460912704
141,2981,0.07381433248519897
142,3002,0.08476782590150833
143,3023,0.07666432857513428
144,3044,0.08917716890573502
145,3065,0.054115671664476395
146,3086,0.04401123523712158
147,3107,0.0439370721578598
148,3128,0.04829244315624237
149,3149,0.04365687072277069
150,3170,0.043651025742292404
151,3191,0.043650805950164795
152,3212,0.04439184442162514
153,3233,0.0439954437315464
154,3254,0.04636375233530998
155,3275,0.04649336263537407
156,3296,0.0520242415368557
157,3317,0.044733792543411255
158,3338,0.056180644780397415
159,3359,0.046432945877313614
160,3380,0.23500293493270874
161,3401,0.06424197554588318
162,3422,0.10371100902557373
163,3443,0.08684861660003662
164,3464,0.07263506203889847
165,3485,0.0435059480369091
166,3506,0.04427006468176842
167,3527,0.044834062457084656
168,3548,0.04330648481845856
169,3569,0.04301280900835991
170,3590,0.042812298983335495
171,3611,0.042987048625946045
172,3632,0.043944623321294785
173,3653,0.04287992790341377
174,3674,0.04312247037887573
175,3695,0.0439908467233181
176,3716,0.04915471747517586
177,3737,0.04571383073925972
178,3758,0.04577949643135071
179,3779,0.0824136808514595
180,3800,0.04336361214518547
181,3821,0.12803451716899872
182,3842,0.1099429801106453
183,3863,0.052838604897260666
184,3884,0.04608261585235596
185,3905,0.04363805055618286
186,3926,0.050395384430885315
187,3947,0.045347992330789566
188,3968,0.04340701922774315
189,3989,0.04308319091796875
190,4010,0.042762380093336105
191,4031,0.042849015444517136
192,4052,0.04338774085044861
193,4073,0.04296470806002617
194,4094,0.04629093408584595
195,4115,0.04318815469741821
196,4136,0.043547242879867554
197,4157,0.044192779809236526
198,4178,0.0435660183429718
199,4199,0.0771712213754654
200,4220,0.07456737756729126
