epoch,epoch_val_accuracy,epoch_val_loss,step,train_loss,val_accuracy,val_loss
99,,,1099,5.0359416007995605,,
99,0.4375,12.332926750183105,1099,,0.4375,12.332926750183105
100,0.515625,4.956488132476807,1110,,0.515625,4.956488132476807
101,0.2890625,3.5744833946228027,1121,,0.2890625,3.5744833946228027
102,0.390625,4.407449245452881,1132,,0.390625,4.407449245452881
103,0.453125,2.780733823776245,1143,,0.453125,2.780733823776245
104,,,1149,10.758793830871582,,
104,0.40625,6.541887283325195,1154,,0.40625,6.541887283325195
105,0.453125,6.650142192840576,1165,,0.453125,6.650142192840576
106,0.3828125,11.947632789611816,1176,,0.3828125,11.947632789611816
107,0.4609375,10.762174606323242,1187,,0.4609375,10.762174606323242
108,0.5703125,3.9732296466827393,1198,,0.5703125,3.9732296466827393
109,,,1199,6.467820167541504,,
109,0.40625,13.323814392089844,1209,,0.40625,13.323814392089844
110,0.359375,14.854111671447754,1220,,0.359375,14.854111671447754
111,0.234375,3.4311442375183105,1231,,0.234375,3.4311442375183105
112,0.34375,1.814141869544983,1242,,0.34375,1.814141869544983
113,,,1249,10.720500946044922,,
113,0.296875,3.1102776527404785,1253,,0.296875,3.1102776527404785
114,0.3203125,4.339386463165283,1264,,0.3203125,4.339386463165283
115,0.3046875,7.284694671630859,1275,,0.3046875,7.284694671630859
116,0.5,3.7718605995178223,1286,,0.5,3.7718605995178223
117,0.453125,12.234280586242676,1297,,0.453125,12.234280586242676
118,,,1299,17.15935516357422,,
118,0.4140625,5.487955093383789,1308,,0.4140625,5.487955093383789
119,0.421875,5.084964752197266,1319,,0.421875,5.084964752197266
120,0.3984375,13.00031566619873,1330,,0.3984375,13.00031566619873
121,0.265625,1.6586562395095825,1341,,0.265625,1.6586562395095825
122,,,1349,57.47257995605469,,
122,0.34375,1.9866982698440552,1352,,0.34375,1.9866982698440552
123,0.40625,2.887960433959961,1363,,0.40625,2.887960433959961
124,0.3671875,5.481818675994873,1374,,0.3671875,5.481818675994873
125,0.40625,7.666045665740967,1385,,0.40625,7.666045665740967
126,0.5078125,2.576366424560547,1396,,0.5078125,2.576366424560547
127,,,1399,4.385007381439209,,
127,0.3359375,9.455083847045898,1407,,0.3359375,9.455083847045898
128,0.546875,3.379136562347412,1418,,0.546875,3.379136562347412
129,0.4296875,5.577534198760986,1429,,0.4296875,5.577534198760986
130,0.5625,8.311237335205078,1440,,0.5625,8.311237335205078
131,,,1449,4.000643730163574,,
131,0.2578125,2.2972252368927,1451,,0.2578125,2.2972252368927
132,0.359375,1.7537564039230347,1462,,0.359375,1.7537564039230347
133,0.40625,3.732956647872925,1473,,0.40625,3.732956647872925
134,0.4765625,2.046856641769409,1484,,0.4765625,2.046856641769409
135,0.5,2.1802499294281006,1495,,0.5,2.1802499294281006
136,,,1499,1.6012582778930664,,
136,0.453125,5.761183738708496,1506,,0.453125,5.761183738708496
137,0.328125,11.808465957641602,1517,,0.328125,11.808465957641602
138,0.59375,3.028959274291992,1528,,0.59375,3.028959274291992
139,0.421875,7.636034965515137,1539,,0.421875,7.636034965515137
140,,,1549,3.674288034439087,,
140,0.5546875,4.55675745010376,1550,,0.5546875,4.55675745010376
141,0.375,2.084031581878662,1561,,0.375,2.084031581878662
142,0.359375,2.2277262210845947,1572,,0.359375,2.2277262210845947
143,0.4453125,1.670315146446228,1583,,0.4453125,1.670315146446228
144,0.4453125,2.8315212726593018,1594,,0.4453125,2.8315212726593018
145,,,1599,2.493972063064575,,
145,0.4375,4.281952857971191,1605,,0.4375,4.281952857971191
146,0.5859375,2.6765193939208984,1616,,0.5859375,2.6765193939208984
147,0.515625,7.115739345550537,1627,,0.515625,7.115739345550537
148,0.4765625,5.966129302978516,1638,,0.4765625,5.966129302978516
149,,,1649,6.345312118530273,,
149,0.4296875,7.773301601409912,1649,,0.4296875,7.773301601409912
150,0.4609375,8.11758804321289,1660,,0.4609375,8.11758804321289
151,0.328125,2.5155606269836426,1671,,0.328125,2.5155606269836426
152,0.390625,1.5086913108825684,1682,,0.390625,1.5086913108825684
153,0.46875,2.324294090270996,1693,,0.46875,2.324294090270996
154,,,1699,3.3294284343719482,,
154,0.4453125,1.9078001976013184,1704,,0.4453125,1.9078001976013184
155,0.4609375,2.359807252883911,1715,,0.4609375,2.359807252883911
156,0.5,6.0221638679504395,1726,,0.5,6.0221638679504395
157,0.515625,2.3159096240997314,1737,,0.515625,2.3159096240997314
158,0.5078125,3.1871328353881836,1748,,0.5078125,3.1871328353881836
159,,,1749,1.4767735004425049,,
159,0.578125,2.517853021621704,1759,,0.578125,2.517853021621704
160,0.484375,3.3685429096221924,1770,,0.484375,3.3685429096221924
161,0.3203125,1.6981492042541504,1781,,0.3203125,1.6981492042541504
162,0.4140625,1.4955401420593262,1792,,0.4140625,1.4955401420593262
163,,,1799,3.941377878189087,,
163,0.40625,1.5358799695968628,1803,,0.40625,1.5358799695968628
164,0.4375,2.2290592193603516,1814,,0.4375,2.2290592193603516
165,0.4375,3.600808620452881,1825,,0.4375,3.600808620452881
166,0.4765625,3.7140939235687256,1836,,0.4765625,3.7140939235687256
167,0.34375,8.902360916137695,1847,,0.34375,8.902360916137695
168,,,1849,1.0838931798934937,,
168,0.4375,7.253441333770752,1858,,0.4375,7.253441333770752
169,0.4765625,3.6564223766326904,1869,,0.4765625,3.6564223766326904
170,0.375,7.257470607757568,1880,,0.375,7.257470607757568
171,0.3203125,1.6147634983062744,1891,,0.3203125,1.6147634983062744
172,,,1899,3.010819911956787,,
172,0.359375,1.5920883417129517,1902,,0.359375,1.5920883417129517
173,0.453125,1.3569419384002686,1913,,0.453125,1.3569419384002686
174,0.46875,2.2564356327056885,1924,,0.46875,2.2564356327056885
175,0.4296875,6.441877841949463,1935,,0.4296875,6.441877841949463
176,0.34375,37.53363800048828,1946,,0.34375,37.53363800048828
177,,,1949,3.9671244621276855,,
177,0.296875,23.020849227905273,1957,,0.296875,23.020849227905273
178,0.3828125,7.3190717697143555,1968,,0.3828125,7.3190717697143555
179,0.3984375,5.587764263153076,1979,,0.3984375,5.587764263153076
180,0.4453125,6.490967273712158,1990,,0.4453125,6.490967273712158
181,,,1999,2.126275062561035,,
181,0.265625,1.959308385848999,2001,,0.265625,1.959308385848999
182,0.3515625,2.001807451248169,2012,,0.3515625,2.001807451248169
183,0.3828125,1.5314476490020752,2023,,0.3828125,1.5314476490020752
184,0.3359375,2.8002002239227295,2034,,0.3359375,2.8002002239227295
185,0.4140625,3.450932502746582,2045,,0.4140625,3.450932502746582
186,,,2049,2.9594616889953613,,
186,0.4765625,3.7764956951141357,2056,,0.4765625,3.7764956951141357
187,0.3203125,7.916876316070557,2067,,0.3203125,7.916876316070557
188,0.5,4.939780235290527,2078,,0.5,4.939780235290527
189,0.46875,4.259600639343262,2089,,0.46875,4.259600639343262
190,,,2099,4.918086051940918,,
190,0.4375,6.421364784240723,2100,,0.4375,6.421364784240723
191,0.28125,1.7100425958633423,2111,,0.28125,1.7100425958633423
192,0.40625,1.5845071077346802,2122,,0.40625,1.5845071077346802
193,0.3828125,1.6119012832641602,2133,,0.3828125,1.6119012832641602
194,0.5390625,1.3815292119979858,2144,,0.5390625,1.3815292119979858
195,,,2149,7.3211846351623535,,
195,0.5390625,1.7671070098876953,2155,,0.5390625,1.7671070098876953
196,0.5,3.6137866973876953,2166,,0.5,3.6137866973876953
197,0.453125,4.151239395141602,2177,,0.453125,4.151239395141602
198,0.4609375,6.988152027130127,2188,,0.4609375,6.988152027130127
199,,,2199,2.949397087097168,,
199,0.3203125,13.679972648620605,2199,,0.3203125,13.679972648620605
200,0.3671875,5.038349151611328,2210,,0.3671875,5.038349151611328
201,0.2890625,1.7269119024276733,2221,,0.2890625,1.7269119024276733
202,0.265625,2.0340287685394287,2232,,0.265625,2.0340287685394287
203,0.453125,1.3384876251220703,2243,,0.453125,1.3384876251220703
204,,,2249,2.9054319858551025,,
204,0.453125,1.4927438497543335,2254,,0.453125,1.4927438497543335
205,0.3046875,3.5736944675445557,2265,,0.3046875,3.5736944675445557
206,0.4609375,2.3392913341522217,2276,,0.4609375,2.3392913341522217
207,0.515625,2.1454732418060303,2287,,0.515625,2.1454732418060303
208,0.4921875,2.816624641418457,2298,,0.4921875,2.816624641418457
209,,,2299,1.4277383089065552,,
209,0.53125,2.9552125930786133,2309,,0.53125,2.9552125930786133
210,0.3828125,2.391434669494629,2320,,0.3828125,2.391434669494629
211,0.2578125,1.8364996910095215,2331,,0.2578125,1.8364996910095215
212,0.2734375,1.854104995727539,2342,,0.2734375,1.854104995727539
213,,,2349,3.800082206726074,,
213,0.3984375,1.695605993270874,2353,,0.3984375,1.695605993270874
214,0.3359375,2.547178030014038,2364,,0.3359375,2.547178030014038
215,0.484375,2.083763599395752,2375,,0.484375,2.083763599395752
216,0.4765625,1.7970702648162842,2386,,0.4765625,1.7970702648162842
217,0.421875,3.3668596744537354,2397,,0.421875,3.3668596744537354
218,,,2399,1.8792659044265747,,
218,0.484375,2.0449113845825195,2408,,0.484375,2.0449113845825195
219,0.421875,3.1282663345336914,2419,,0.421875,3.1282663345336914
220,0.4296875,3.8398256301879883,2430,,0.4296875,3.8398256301879883
221,0.359375,1.3940421342849731,2441,,0.359375,1.3940421342849731
222,,,2449,1.631157398223877,,
222,0.3359375,1.4861409664154053,2452,,0.3359375,1.4861409664154053
223,0.46875,1.4008333683013916,2463,,0.46875,1.4008333683013916
224,0.484375,1.236954927444458,2474,,0.484375,1.236954927444458
225,0.4296875,1.9587798118591309,2485,,0.4296875,1.9587798118591309
226,0.3828125,3.208756685256958,2496,,0.3828125,3.208756685256958
227,,,2499,1.5638505220413208,,
227,0.4296875,2.605663776397705,2507,,0.4296875,2.605663776397705
228,0.4921875,2.1329426765441895,2518,,0.4921875,2.1329426765441895
229,0.484375,2.5094823837280273,2529,,0.484375,2.5094823837280273
230,0.5234375,2.5281982421875,2540,,0.5234375,2.5281982421875
231,,,2549,1.9960570335388184,,
231,0.3125,1.6219539642333984,2551,,0.3125,1.6219539642333984
232,0.3671875,1.462828516960144,2562,,0.3671875,1.462828516960144
233,0.3359375,1.5415446758270264,2573,,0.3359375,1.5415446758270264
234,0.46875,1.2718924283981323,2584,,0.46875,1.2718924283981323
235,0.4765625,1.6224656105041504,2595,,0.4765625,1.6224656105041504
236,,,2599,1.5302281379699707,,
236,0.4296875,2.4768991470336914,2606,,0.4296875,2.4768991470336914
237,0.3984375,3.08357834815979,2617,,0.3984375,3.08357834815979
238,0.3984375,3.5105698108673096,2628,,0.3984375,3.5105698108673096
