feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,labels
-5.133590620488045708e+00,-8.866552371633412699e-01,1.854049959631223432e+00,4.376074940540307878e+00,-3.473143053714286221e+00,-1.173846252077141905e+01,-4.617188738770839684e+00,5.045470754305619643e+00,5.268717536505333143e+00,1.853026551566746960e+01,1.356777656466439907e+01,1.376200448145857402e+00,1.824527658477239811e+01,5.036627562145334913e+00,-8.493549906872285504e+00,-3.580655820169084125e-01,4.523964526692267007e+00,4.232024651512868552e+00,-3.961903078522264199e+00,-1.104593188811770688e+01,-1.502689755083712164e+00,3.992038718872857661e+00,2.814255996959193595e+00,1.560511079150102098e+01,1.424692511313500276e+01,-1.377700941986477856e+00,1.712035613302643000e+01,4.990176638252701302e+00,-9.825098363958117531e+00,-6.544267136506212168e+00,-3.136147126855247436e+00,-5.265396777693620578e+00,-7.481921099543510145e+00,-1.389418031073432580e+01,-4.041211720490952786e+00,-9.531574346014103361e-01,1.768641346044730556e+00,1.118255778270903100e+01,5.422692924070128484e+00,-5.564086656476859183e+00,1.167710533557355035e+01,-1.455078820840558729e+00,-8.587962189352577269e+00,-6.236992864934340908e+00,-2.978562532547979647e+00,-3.415199032095321385e+00,-7.419148613995848685e+00,-1.558006900348298807e+01,-7.543635232819953629e+00,-4.607087634519203334e+00,-8.340163213400865194e-01,8.026605885526661766e+00,6.018767791609413997e+00,-6.595581788720109806e+00,8.307157650884871458e+00,-3.721211644724338186e+00,-2.117027045684211117e+01,-2.037472377900872544e+01,-1.618972046471248660e+01,-1.418246835705801878e+01,-2.026244759880062318e+01,-2.689485716827888595e+01,-2.137043459200393869e+01,-1.588722706016159947e+01,-1.190691814307305663e+01,-3.375489880007472632e+00,-5.271230168590873788e+00,-2.005026999291091627e+01,-3.997275368874353418e+00,-1.637917128584983217e+01,1
1.600988059410007125e+01,2.049839379325948485e+01,1.217324052292739545e+01,2.212790521820276268e+01,1.801793407422366400e+01,7.698361860938699230e+00,1.645364289397475943e+01,2.057856541198168188e+01,2.078995345260324967e+01,3.280587659025363934e+01,3.058641274932338305e+01,1.562386159979297418e+01,3.211987227412589618e+01,1.993784099123469034e+01,1.633779670805695261e+01,2.105041867292728597e+01,1.705387266283733538e+01,2.346139401071415875e+01,1.866327176596202264e+01,8.636445656903330104e+00,1.730419230244503481e+01,2.320131944120697653e+01,2.461409908466369956e+01,3.522379957510358395e+01,3.244347198832099366e+01,1.931543015805508290e+01,3.511554496144417215e+01,2.189269346057654175e+01,1.136471595359628139e+01,1.553457077752707427e+01,1.154337688810466744e+01,1.807324564970957326e+01,1.319470724129859640e+01,4.184003995626340178e+00,1.147529663737168271e+01,1.655233348074697375e+01,1.872634105711915709e+01,2.850745542036463220e+01,2.613124197766689250e+01,1.304313534563553567e+01,2.779260002546044817e+01,1.643088253448795655e+01,3.444654547183745308e+00,7.481112929788608312e+00,4.273941785740774435e+00,9.577651661301644026e+00,4.915858987677113490e+00,-3.721685641828837987e+00,4.025821395686597803e+00,7.760827231786939784e+00,1.079478436869835889e+01,1.962712074014156727e+01,1.723632485820206384e+01,4.520789976016822642e+00,1.882930708400000341e+01,7.280897188237811513e+00,-2.207730954603895768e+01,-1.792398289887785268e+01,-1.625234675460886891e+01,-1.411657231142475410e+01,-1.859130794961658850e+01,-2.479817394073757342e+01,-1.819907735178785657e+01,-1.683762949318510849e+01,-1.245617369960088539e+01,-5.276298444437405699e+00,-6.489527825103682090e+00,-1.814087019866994055e+01,-5.934895495276165001e+00,-1.519521163346139758e+01,1
-6.548386618555899652e+00,-3.172190080884938368e+00,5.996632865232095488e-01,-5.658124144110827647e-01,-4.720433278634891039e+00,-9.032325064272097137e+00,-5.699861823682797812e+00,7.080390869154387090e+00,7.696791457739270648e+00,1.982202395736571887e+01,1.514190482192572951e+01,4.768383458081999038e+00,2.124196401569362180e+01,2.769163959219716364e+00,-3.312233922305255263e+00,-2.024335172276476413e+00,1.361912770523126870e+00,5.217774039035636413e-01,-4.732930546245680326e+00,-5.678250150097899684e+00,-3.933739142368281705e+00,3.088126535367710535e+00,5.128648898259189792e+00,1.610232136243561740e+01,1.267577429096479591e+01,-9.298889830627982134e-01,1.593323001760816382e+01,5.420111062861575624e-01,-5.784577923360296303e+00,-3.001662597885389694e+00,-7.100443946459957800e-01,-1.649401870350379884e+00,-4.736217343582526773e+00,-7.080457985507996099e+00,-4.504151081836236692e+00,6.251023286774366472e-01,1.685574931263478016e+00,1.166322949497983430e+01,8.772446138504385260e+00,-4.554505101336626893e+00,1.156738489255237567e+01,-2.400253461882077222e+00,-6.693819576700153817e+00,-4.974551994092483831e+00,-3.056558919200907720e+00,-1.616595576980551119e+00,-6.011888809606369399e+00,-7.331878780096968029e+00,-6.196355915867497899e+00,-1.758378149423975190e+00,1.180103596772505092e+00,1.037791890985835330e+01,8.035792598742339976e+00,-4.730507566649924556e+00,9.673640876420677159e+00,-1.339681197610625318e+00,-2.314641729611240706e+01,-2.100398481634430325e+01,-1.691640336233464481e+01,-1.686734471112866629e+01,-2.183916305650584633e+01,-2.158341734616801944e+01,-2.270212264195707519e+01,-1.694005883131980994e+01,-1.408278749977579025e+01,-5.473923820077448710e+00,-7.100958584505400850e+00,-2.085215202759219721e+01,-5.512678154665121788e+00,-1.663427188580432059e+01,1
-5.786924372639830061e+00,-8.637604974459855978e-01,1.043572149940674043e+00,2.100188595906547828e+00,-4.096941849543425995e+00,-8.534099076955012464e+00,-4.184758910556545253e+00,5.292001066347702398e+00,5.129757841111731054e+00,1.811197457333277328e+01,1.349245425502677342e+01,2.469248821365694457e+00,1.817220465858395784e+01,1.547223580683060762e+00,-6.730457165937628439e+00,-6.547090393971124023e+00,4.768261896849423920e-03,-2.793065011258819119e+00,-6.437877370011496403e+00,-1.311899203128567848e+01,-5.239526852900127984e+00,5.380919583178394028e+00,6.383130673525069909e+00,1.760949982269562852e+01,1.423975798296289241e+01,3.430715959802791981e-01,1.835996409847427202e+01,8.576503738466776383e-01,-5.797840714480596347e+00,-3.079469359147304797e+00,1.197108705231887615e+00,4.626942839594244128e-01,-5.100076420057169102e+00,-7.167471154614671214e+00,-5.289221508492424562e+00,3.947301029299214559e+00,6.425121838397140017e+00,1.586173330568726136e+01,1.286263409729309615e+01,-1.218093742411816338e+00,1.660363350749248212e+01,1.689514531466516534e+00,-5.933609235427022455e+00,-3.719694313289711118e+00,-3.867776130283359093e-01,-3.503078684991978720e-01,-4.903554258971926316e+00,-8.757610275851376969e+00,-5.808159422189206111e+00,-3.681827789613321689e-01,2.603208150932136533e+00,1.135558331083681693e+01,9.318058242631966692e+00,-4.049767902817271725e+00,1.130247055198734962e+01,2.849840725127473218e-01,-2.530951796646943563e+01,-2.165266486446346761e+01,-1.986397358437914917e+01,-1.996205061526216440e+01,-2.280624684459412066e+01,-2.341291400785372190e+01,-2.317440400310447046e+01,-2.010092833061741757e+01,-1.788471921854750235e+01,-9.142242039963630162e+00,-1.171525202026492352e+01,-2.286572168224323320e+01,-8.874097633720069211e+00,-1.900797365589664878e+01,1
-1.422773581065107962e+01,-5.626650474032190097e+00,-2.017221133685963341e+00,-2.050894782752530343e+00,-5.716426160886649122e+00,-8.845696487200518376e+00,-5.050209200449439884e+00,1.864572188720083679e+00,2.938185213593202061e+00,1.524061993808344617e+01,1.196127303082627336e+01,-2.408656524108743202e+00,1.535581061057215813e+01,3.963816673934922541e+00,-1.075404829883670033e+01,-3.482858777675524209e+00,-3.373826489344533552e-01,1.155766095853533848e+00,-2.432722442603640456e+00,-4.575620884544180811e+00,-2.698759806033286246e+00,2.716547499478388250e+00,4.088028510103236535e+00,1.503965982815404701e+01,1.266264214711673652e+01,-1.586796570677664997e+00,1.626311479600872190e+01,9.266747149290538443e-01,-6.136264811455576229e+00,-2.612346139973831249e-01,3.075414639077569845e+00,3.548341820351627707e+00,-1.283070329876966342e+00,-6.868908616387293442e+00,-2.141147423833918317e+00,3.408715239787192264e+00,5.526368512014849799e+00,1.511669054346169894e+01,1.243688155836815667e+01,-7.692885633836947790e-01,1.522772435756037801e+01,1.475043610363049984e+00,-6.172308713416434500e+00,-2.142439086132155168e+00,3.954757590022302954e-02,4.999190476395301008e-01,-3.390249673221843008e+00,-6.156763996588622057e+00,-4.540168621500574098e+00,-1.534558540750617095e-01,2.756960638793967799e+00,1.093750737663688533e+01,9.038081031166310453e+00,-1.995788556377999123e+00,1.005596171674562811e+01,3.634181526722330413e-01,-2.233426515791319744e+01,-2.189652300950981356e+01,-2.052112049235968527e+01,-1.960023978063707162e+01,-2.203502429731243595e+01,-2.213238644628266982e+01,-2.284257447074113045e+01,-1.926191663514426722e+01,-1.616542523020363120e+01,-6.825383510467175618e+00,-8.664925076804200543e+00,-2.085421316940492176e+01,-7.314144732220674072e+00,-1.840915600225508442e+01,1
-6.803544496918267903e+00,-5.312589955024431099e+00,1.977400251524408903e+00,3.376419169446610580e-01,-4.561007364578059331e+00,-7.476175345003023054e+00,-8.416019941182213415e+00,3.164525779194280464e+00,4.391457979677660717e+00,1.762853991498150918e+01,1.557043182091516975e+01,-1.019299101504472116e+00,1.868177434558560179e+01,2.555220258732213701e+00,-6.089724643648433577e+00,-1.120041475481219795e+00,1.944696055449466998e+00,2.440160061885266796e+00,-4.650945711118220416e+00,-1.370350341887193402e+01,-3.437350416655617025e+00,3.743174118131949779e+00,5.068945866167997139e+00,1.606590122021200884e+01,1.451962798920581932e+01,6.611661223601542625e-01,1.692181366226673589e+01,3.123352309102804369e+00,-8.136385897226373842e+00,-2.175814563997637396e+00,-1.619820792082450778e+00,-5.173295547253421445e-01,-8.533323392974647703e+00,-1.307395066201156020e+01,-6.731293028747697527e+00,3.516535441766357323e-02,2.504674975370396073e+00,1.157917379626666943e+01,8.933845355457437520e+00,-4.384733789150600636e+00,1.269672878504634284e+01,-1.656702554912097503e+00,-7.565753637297799372e+00,-4.221636714607354790e+00,-1.819607835444175148e+00,-1.499342703473730554e+00,-5.207880380733911352e+00,-1.557497700626304038e+01,-4.083110322353087795e+00,-1.133000124266076547e+00,-2.900833816895267425e-01,1.017262678914889662e+01,7.674993868611470482e+00,-5.349835989774198275e+00,9.584182745923994773e+00,-1.825381915315779535e+00,-2.463948511018219634e+01,-2.228540471086757790e+01,-1.860696585210562404e+01,-1.883655941380839849e+01,-2.228672524029890312e+01,-2.730530009485141463e+01,-2.197347509687291733e+01,-1.913706090717658270e+01,-1.734686277899930218e+01,-8.538849278008413535e+00,-9.655791335602295078e+00,-2.249807477976597170e+01,-8.883400052519096590e+00,-1.888851215220813273e+01,1
-5.734277658872658279e+00,-1.031235612755622144e+00,3.003403743308227014e+00,3.501827524511626155e+00,-4.516386982825957297e+00,-1.916251934446773575e+01,-2.876267149141736201e+00,5.818439678184545549e+00,5.847007243899128071e+00,1.809868491548561664e+01,1.451930263861048509e+01,1.529012766142958224e+00,1.968279504200810592e+01,3.541464591684760244e+00,-5.971133300657969656e+00,1.303402455741394128e+00,3.408462314445140251e+00,-6.601789537812242648e-01,-2.259085914917811522e+00,-1.263279574054741872e+01,-2.278110852122333441e+00,3.840094444079677150e+00,5.537093606897524722e+00,1.676390969614220339e+01,1.406617977247746332e+01,2.067506600852474785e-01,1.635992521054522442e+01,1.054594418171493769e-01,-5.906435867390206873e+00,-2.791465551045150928e+00,6.802113548690054134e-01,-2.668369798300526341e+00,-6.932550008701356070e+00,-1.886749893878084805e+01,-6.057504915529464462e+00,-2.046188813682072283e+00,6.169046511196040611e-02,1.036727695970877150e+01,7.969021259013985059e+00,-5.419203483086994844e+00,1.037164218101695390e+01,-1.997028056465056434e+00,-6.934618568887329637e+00,-5.238856748719565637e+00,-1.727261451431201245e+00,-1.618013608105785206e+00,-6.605284068687497623e+00,-1.806742850117144883e+01,-6.586811463444129267e+00,-1.738585514814051436e+00,7.450568397516171837e-01,9.799274463064719498e+00,7.708033600350425729e+00,-5.800293490080526304e+00,8.987701241294423937e+00,-1.498872481244306387e+00,-2.203413473476188500e+01,-2.264580063187284864e+01,-2.041134023220037008e+01,-1.951874213400657609e+01,-2.425583923278568221e+01,-3.123780604814503192e+01,-2.249775218081534334e+01,-2.043214416916568865e+01,-1.807611698759640007e+01,-9.192743770889510557e+00,-1.111144448873291068e+01,-2.187524213742485557e+01,-9.887861228426743310e+00,-1.922595252921079023e+01,1
-1.062989470600808417e+01,-6.614210992812791901e+00,-2.647762141591651908e+00,-1.030549904041430542e+00,-8.589918767036268221e+00,-1.976625649026468068e+01,-9.154576139120925049e+00,4.065692426022768480e+00,4.632361482840034128e+00,1.749956772402613225e+01,1.449606153173577461e+01,-1.602348135759883663e+00,1.849085847743905830e+01,-2.202002771602356024e+00,-5.128021807441490942e+00,-1.226894046901721769e+00,1.387286569528345836e+00,-6.783842350982540736e-01,-6.294290684339392428e+00,-1.349018078508094654e+01,-6.697462422983077701e+00,5.509415796996866455e+00,7.624523209062145312e+00,1.844686737308546398e+01,1.362893539977291901e+01,2.973082275790885021e+00,1.959256706086019406e+01,4.512191626858403026e+00,-4.925346395470937999e+00,-4.807651521326929966e+00,-3.612514081266404276e+00,-3.478513881836088117e+00,-7.649865809167889275e+00,-2.073526695412485665e+01,-6.237419260367707885e+00,-2.159839352007420832e+00,1.387201564287406930e+00,1.141191075165702351e+01,9.365136119197618569e+00,-4.680099908100720185e+00,1.094066413680725880e+01,-1.816071350990950073e+00,-7.713958898895521443e+00,-7.896947401281191325e+00,-5.199799554484433983e+00,-4.496008186811404350e+00,-8.808582140793578930e+00,-1.793812796881940130e+01,-8.936286521353467904e+00,-4.263774488388371253e+00,-1.641866907615840532e+00,7.821761477054282707e+00,5.700313568185101154e+00,-6.064119375372889031e+00,7.541055516778408574e+00,-2.796647726593879835e+00,-2.075060884011958962e+01,-1.988173652701942729e+01,-1.813791734020444224e+01,-1.713037611394549131e+01,-2.070277184588146469e+01,-3.107296382977782656e+01,-1.907118254730323770e+01,-1.708653520036766693e+01,-1.550329971329923318e+01,-6.537961158232139525e+00,-8.849394594150588489e+00,-2.144105761625172946e+01,-7.417288355911598074e+00,-1.954254002657386380e+01,1
-8.512189979189079381e+00,-2.252486501161199417e+00,3.061293678147916530e+00,3.853049083441953293e+00,-4.817440984681783611e+00,-1.709419015149224208e+01,-4.553631315728821072e+00,1.229609121595621879e+01,1.282284514733604119e+01,2.664757373155443432e+01,1.971123939402378511e+01,8.575680768376566121e+00,2.723355494528954779e+01,4.374168058524995573e+00,-5.708488596226412248e+00,-1.038256128026334268e+00,2.019276346611940998e+00,2.785490786999087920e+00,-4.114926370700375813e+00,-1.204120970386802902e+01,-4.479283192671303482e+00,4.002646262450198833e+00,5.483521385185587071e+00,1.636970383250613637e+01,1.775462008021318283e+01,1.132938092361329696e+00,1.962746716270347491e+01,4.359268188939027233e+00,-9.274088368719134223e+00,-1.396099166878893794e+00,4.532542188294547358e+00,3.432351987119618197e+00,-3.825088733417793652e+00,-1.143125103670970688e+01,-2.767665502428386493e+00,5.470877037054997949e+00,8.934884918633773765e+00,1.896988756089989536e+01,1.688919836814784858e+01,9.114047920119117130e-01,1.896804583124516697e+01,3.399850260273391100e+00,-8.852184497504117289e+00,-3.495399305601840645e+00,-3.201146840147108819e-01,1.386734174583671153e-01,-5.837017390213782519e+00,-1.401524677435966915e+01,-6.164479044833155008e+00,-2.556770569549026220e-02,3.378374594861575986e+00,1.176528242905242649e+01,9.160279378773058312e+00,-3.366747384598288484e+00,1.179779782126347065e+01,1.858281504219320979e-01,-2.384710932865215227e+01,-2.199059135498853124e+01,-1.938600651647027107e+01,-2.122603767418922516e+01,-2.272449946521619424e+01,-2.704022093728459453e+01,-2.225277017888567954e+01,-1.791225606429007300e+01,-1.509390392387804525e+01,-6.981910462920978055e+00,-1.066463690544030030e+01,-2.126995125698228861e+01,-7.026211868592628029e+00,-2.196522797382172243e+01,1
-6.373840307503875202e+00,-5.043130907212860947e+00,-1.550999149283969425e+00,1.816886757083223225e+00,-5.677492328376691155e+00,-2.023611051422266627e+01,-8.122381476569938030e+00,1.294320797258249889e-01,8.532601642238406559e-01,1.308713547786539877e+01,8.210010813987111078e+00,-2.213514525858430115e+00,1.427044583058858507e+01,3.697202301292491278e+00,-3.358852449493868964e+00,-2.768327315031607228e+00,-6.128521647210075640e-01,-5.891326507137744084e-01,-4.819705801061532568e+00,-1.515431714308225430e+01,-5.686010197545460443e+00,4.258357720363349586e+00,4.696997020109581200e+00,1.467122368172495506e+01,1.105667096948859118e+01,-8.162911667585459607e-01,1.734788226931457089e+01,2.468606866758259688e+00,-5.645115691466762620e+00,-3.468649209418010582e+00,-7.951313604983287764e-01,-1.070279303788533420e+00,-5.774209571297622468e+00,-1.495173322938629212e+01,-6.349676351416537301e+00,-3.032215986225431092e-01,1.948030192224210477e+00,1.219394423200306399e+01,8.417364995957052898e+00,-2.426658672838337694e+00,1.345641891915491151e+01,3.070329662769784917e+00,-9.350982075501882207e+00,-5.414961351595437122e+00,-2.205123511767156597e+00,-1.954455753571692433e+00,-6.711778589120949157e+00,-1.664872178710897899e+01,-7.240790251619865892e+00,-2.980745996039189105e+00,6.987915934948517593e-01,8.784041662635132752e+00,6.997322082397014142e+00,-4.676789271377308488e+00,8.408869849810777453e+00,-3.606874624915152872e+00,-2.276436312622557878e+01,-2.354814882977318646e+01,-1.998834353260621199e+01,-2.192966506743783484e+01,-2.419050632896562547e+01,-2.885757039295237192e+01,-2.155808539087673736e+01,-1.925815002484745975e+01,-1.788791474342670185e+01,-1.013769326259347281e+01,-1.128001269406562734e+01,-2.206455656421115563e+01,-1.010690590069664552e+01,-2.088811992195667244e+01,1
-1.232591078968483522e+01,-9.114567325820823740e+00,-4.961593573068145524e+00,-7.515291056195865238e+00,-8.060683981971399348e+00,-2.552219931223828908e+01,-7.204859520467809197e+00,-5.804533008215683410e+00,-7.039484059275371131e+00,7.173740102103906224e+00,4.267158857207636657e+00,-8.683359446344791621e+00,7.518417589809920365e+00,-3.801151057764678765e+00,-5.531733575468369857e+00,-3.331410937470943523e+00,9.057620220714532877e-01,1.051710564691043404e+00,-3.816367102573879677e+00,-1.216068573499439154e+01,-2.903370695188010941e+00,1.612523541078295430e+00,2.866303956413231102e+00,1.359707940434052809e+01,1.145984031942834847e+01,-2.128731240181483741e+00,1.290850738302198053e+01,1.751608764456744405e+00,-5.963247065308882711e+00,-3.055608524630465173e+00,1.772156868344821057e-01,1.907961614715159848e-01,-5.376796345435411517e+00,-1.514422367480187859e+01,-4.483995099643004245e+00,4.534098459891180988e-01,2.782092948702824753e+00,1.119310056070670889e+01,1.001596515191784675e+01,-2.159769448418690452e+00,1.076671456754705147e+01,7.932545780779265421e-01,-9.606792412965475592e+00,-4.717430274400729928e+00,-5.812572438875749370e-01,-2.165246207527047773e+00,-4.967897032712150107e+00,-1.417568820471983848e+01,-7.929491510222490547e+00,-1.698790844662306565e+00,2.680729413640670078e-01,9.903657911333860753e+00,7.279288772135995345e+00,-6.199640881106533996e+00,9.274342737558248118e+00,-1.792306618785098671e+00,-2.349914207261826249e+01,-2.277258086665464987e+01,-2.064835915807910638e+01,-1.926618548591920899e+01,-2.325454009443149417e+01,-2.975407980899225180e+01,-2.320250593131529371e+01,-2.056714145812769345e+01,-1.740499432201240637e+01,-9.652917042315777962e+00,-1.220679622548152388e+01,-2.466061485183087854e+01,-1.181618316607506358e+01,-2.108892435835838697e+01,1
-9.284846680623685344e+00,-7.424190194010117594e+00,-2.498366400617857863e+00,-4.674974254465525725e+00,-8.746446790779476288e+00,-1.597038676400531365e+01,-8.579995460115862116e+00,-2.250201551576523240e+00,-1.003771324529988629e+00,1.121685212000725151e+01,8.365992045988567938e+00,-3.947422497178078693e+00,1.144081638591056205e+01,-3.302577021437992588e+00,-4.246058169953208505e+00,-7.112722254416650181e-01,1.147275235639073410e+00,1.584445775544403856e-01,-3.330998938671223986e+00,-1.373523157954867102e+01,-5.405132947950892053e+00,1.953156593552010101e+00,2.655957792285780883e+00,1.393931429328577565e+01,1.045783232143486252e+01,-2.276536010967257440e+00,1.353899836833632087e+01,2.224918674119378270e+00,-5.876800886617828290e+00,-2.149921334453785082e+00,1.225629089653370363e+00,3.001992785494139948e+00,-3.894507671384722425e+00,-1.362095441836739873e+01,-8.493536648395150213e-01,1.769941934459053900e+00,3.806957665967534599e+00,1.348016392407168240e+01,1.135964185195715892e+01,-1.484521758195616936e+00,1.216558841171543648e+01,2.822728154479708262e+00,-6.813670568633729552e+00,-3.901387989694860892e+00,-4.239968532414057356e-01,-7.056482666726955344e-01,-5.939619590848204567e+00,-1.551067957850811752e+01,-6.163612168182129203e+00,-8.113324865187928614e-01,2.620031535083407359e+00,1.134945204124033324e+01,9.812118070769683342e+00,-2.101392397691213443e+00,1.064892579746206813e+01,1.571961352484060048e-01,-2.436559029173881541e+01,-2.310908257512910424e+01,-1.969234555431782852e+01,-1.992265238772381508e+01,-2.387550234688578144e+01,-3.186666779791323734e+01,-2.290662575549879421e+01,-2.108282613853609888e+01,-1.844567996041003255e+01,-1.156702636586523880e+01,-1.141942813720912397e+01,-2.371456309114944361e+01,-1.157486941382840406e+01,-2.020825140328173575e+01,1
-9.335996719308990777e+00,-1.160014902984402418e+01,-4.353370277389197796e+00,-9.604083437997038786e+00,-1.098036288464736110e+01,-1.949932461890831448e+01,-1.382112765604605542e+01,5.261991164787330533e+00,5.950875035982401862e+00,1.815477732456039561e+01,1.279510691182046500e+01,1.924627255423378092e+00,1.979508860071731746e+01,5.227049347682336311e+00,-3.544785077509425175e+00,-2.755053808427150308e+00,6.555901966967534467e-01,6.276219842386292491e-01,-5.876010733860198343e+00,-1.136361485080618650e+01,-6.468635943774143193e+00,4.696551804607640435e+00,6.590544155351508060e+00,1.666363184415612508e+01,1.218635625822925839e+01,9.670695991436374372e-01,1.839497985179542283e+01,4.703635901016467002e+00,-4.398106098366914907e+00,-4.440744002566294313e+00,5.038699600398584000e-01,-5.770262492579947278e-02,-4.538340156294133010e+00,-1.589292479278105752e+01,-6.062414126856742413e+00,2.978327656495748599e+00,5.204455959671501653e+00,1.468535618186861669e+01,1.045627773799204085e+01,-1.892872072152805174e+00,1.489724724805825140e+01,2.498643540234548599e+00,-5.693233885819680040e+00,-2.514202800258158899e+00,-5.863959741203756959e-01,-2.407194360191411506e-03,-5.712721311587210415e+00,-1.403056772282731224e+01,-5.222073559164021717e+00,-1.321969497120852211e+00,1.821516273226349680e+00,1.072080132587967505e+01,8.973477232936541981e+00,-3.835312920325861796e+00,1.002541569784983899e+01,-1.254452076339746869e+00,-2.117578793041662166e+01,-2.008029257281210533e+01,-1.717515933077208246e+01,-1.589269032732089393e+01,-2.038494832022548664e+01,-2.966648870925571302e+01,-2.204900594605010866e+01,-1.557789625391737331e+01,-1.414681728231560065e+01,-5.428673382462843477e+00,-7.035591150326296450e+00,-1.838463748590001501e+01,-6.098751478035720375e+00,-1.707787201880889327e+01,1
-7.188718489747449425e+00,-3.369930962365493610e+00,-9.535727356599495996e-01,3.433247626952430354e-01,-5.485370162893644874e+00,-2.135060955380194514e+01,-7.642490675046446746e+00,1.715186150495465300e+00,2.910862486859672860e+00,1.483871151055850923e+01,1.194410604395325315e+01,-1.780221397931225580e+00,1.511494072995970761e+01,3.927913198814896312e-01,-6.355908197055433639e+00,-2.463083756471832864e+00,-6.968910945829169812e-01,2.602018510564514386e-01,-3.561631500772643122e+00,-1.910642070621001665e+01,-5.759391842591531585e+00,3.322100401700714301e+00,5.172342981717864774e+00,1.604057599223075670e+01,1.241034723459398670e+01,5.534374570780615787e-01,1.621297957702248738e+01,-3.542443649626851876e-01,-2.374572821976943082e+00,-2.549401835797661664e-01,3.057449728065768202e+00,2.784412044518106200e+00,-6.891452904581133465e-01,-1.431940897631373666e+01,-2.398159763871412498e+00,2.977918050847685905e+00,5.109283546518073926e+00,1.489197192660935265e+01,1.253163740433150330e+01,-5.845788519298005248e-01,1.371205697569858373e+01,2.908604966476014297e+00,-7.091404954283874851e+00,-4.649416258333889829e+00,-1.337732818940916779e+00,-7.866100083239420115e-01,-5.847968785728440366e+00,-1.559467590643961188e+01,-6.611920759805694381e+00,-6.798788993596747154e-01,2.371544896078598086e+00,1.123582795749595498e+01,8.941106298082948101e+00,-4.029169577464100982e+00,1.100018038765728967e+01,-1.125137393433437438e+00,-2.325750622136077794e+01,-2.013426049554266584e+01,-1.916699775876273648e+01,-1.659971234247898408e+01,-2.181488673004935563e+01,-2.984129882784991139e+01,-2.280947958323521974e+01,-1.833946832416810935e+01,-1.597769528530453798e+01,-7.339144154437101442e+00,-8.945518835258802426e+00,-2.132319754781659782e+01,-7.292891084887715536e+00,-1.911616090232014287e+01,1
-1.004724881472210463e+01,-6.045815505924212019e+00,-2.237416194893627530e+00,-5.277767998986854003e+00,-8.090668261500324476e+00,-2.138145782381807791e+01,-7.760253201282935720e+00,1.095648631334080969e+00,9.475024915448475582e-01,1.405227450534559708e+01,9.985216759073921367e+00,-1.660351943701063648e+00,1.504826237494195063e+01,-1.823715716653966368e-01,-5.776417777276012799e+00,-5.827338189420906645e+00,-2.364948431992791811e+00,-3.104970839272552574e+00,-8.062780413729273121e+00,-1.641471015770648378e+01,-6.085107370945968874e+00,-3.774553444141159203e-02,-3.241003407139551040e-01,1.207211275250073967e+01,8.989909435728259623e+00,-3.499791168471981795e+00,1.424335185623845490e+01,-3.564831327607520528e+00,-9.620747745589717681e+00,-4.851518359651225687e+00,-2.055181319203613910e+00,-2.295440060119158243e+00,-5.492534039378766941e+00,-1.256096281347471866e+01,-8.309380203744154869e+00,-1.402648594102127166e+00,1.824397283302211958e+00,1.125957025983342952e+01,8.234893080726836345e+00,-2.205402058504736029e+00,1.225741241982029628e+01,-2.711376203268304863e+00,-5.722965807158039375e+00,-6.735806005301367527e+00,-2.701147530848694966e+00,-4.080157057261377673e+00,-8.573550094377681674e+00,-1.592169934206227211e+01,-7.030559774334071754e+00,-3.770721590782173838e+00,-8.965167087525912626e-01,8.099314748670373376e+00,6.549905667426356715e+00,-4.586958971409507591e+00,7.067753499302114051e+00,-2.754675954009889072e+00,-2.357347400597761222e+01,-2.345249731226292411e+01,-2.227090890199578510e+01,-2.120403187068985673e+01,-2.619122310788295493e+01,-3.098276231545357362e+01,-2.437614148226845145e+01,-2.136002240883878045e+01,-1.876578903222682726e+01,-1.078383101896965179e+01,-1.237007878541512262e+01,-2.341662748113269643e+01,-1.109080847328360164e+01,-2.095780793706255807e+01,1
