epoch,epoch_val_accuracy,epoch_val_loss,step,train_loss,val_accuracy,val_loss
0,0.3828125,1.5074207782745361,10,,0.3828125,1.5074207782745361
1,0.34375,2.470991611480713,21,,0.34375,2.470991611480713
2,0.3671875,3.5423061847686768,32,,0.3671875,3.5423061847686768
3,0.34375,7.2291693687438965,43,,0.34375,7.2291693687438965
4,,,49,16.45423698425293,,
4,0.328125,9.343846321105957,54,,0.328125,9.343846321105957
5,0.421875,10.81650161743164,65,,0.421875,10.81650161743164
6,0.4453125,16.631441116333008,76,,0.4453125,16.631441116333008
7,0.3828125,20.511940002441406,87,,0.3828125,20.511940002441406
8,0.4375,16.463640213012695,98,,0.4375,16.463640213012695
9,,,99,11.902937889099121,,
9,0.2890625,49.24528884887695,109,,0.2890625,49.24528884887695
10,0.453125,17.510915756225586,120,,0.453125,17.510915756225586
11,0.296875,6.38183069229126,131,,0.296875,6.38183069229126
12,0.3125,5.815610408782959,142,,0.3125,5.815610408782959
13,,,149,10.643206596374512,,
13,0.3359375,12.579205513000488,153,,0.3359375,12.579205513000488
14,0.359375,14.892486572265625,164,,0.359375,14.892486572265625
15,0.34375,25.315433502197266,175,,0.34375,25.315433502197266
16,0.296875,58.12556457519531,186,,0.296875,58.12556457519531
17,0.40625,37.3122673034668,197,,0.40625,37.3122673034668
18,,,199,9.348326683044434,,
18,0.4296875,11.762367248535156,208,,0.4296875,11.762367248535156
19,0.4140625,45.21100616455078,219,,0.4140625,45.21100616455078
20,0.46875,13.503748893737793,230,,0.46875,13.503748893737793
21,0.3671875,5.760284900665283,241,,0.3671875,5.760284900665283
22,,,249,26.358022689819336,,
22,0.2734375,4.570535182952881,252,,0.2734375,4.570535182952881
23,0.4140625,7.668978691101074,263,,0.4140625,7.668978691101074
24,0.375,9.6761474609375,274,,0.375,9.6761474609375
25,0.4453125,14.802946090698242,285,,0.4453125,14.802946090698242
26,0.4453125,10.47803783416748,296,,0.4453125,10.47803783416748
27,,,299,13.951250076293945,,
27,0.390625,54.59323501586914,307,,0.390625,54.59323501586914
28,0.34375,57.27800369262695,318,,0.34375,57.27800369262695
29,0.390625,15.031574249267578,329,,0.390625,15.031574249267578
30,0.4453125,34.24017333984375,340,,0.4453125,34.24017333984375
31,,,349,16.525218963623047,,
31,0.265625,8.713225364685059,351,,0.265625,8.713225364685059
32,0.3515625,8.302935600280762,362,,0.3515625,8.302935600280762
33,0.4296875,4.772152900695801,373,,0.4296875,4.772152900695801
34,0.359375,7.854705810546875,384,,0.359375,7.854705810546875
35,0.3671875,9.120863914489746,395,,0.3671875,9.120863914489746
36,,,399,11.216055870056152,,
36,0.4375,7.815211296081543,406,,0.4375,7.815211296081543
37,0.4140625,13.263097763061523,417,,0.4140625,13.263097763061523
38,0.4375,9.832609176635742,428,,0.4375,9.832609176635742
39,0.3984375,33.66065979003906,439,,0.3984375,33.66065979003906
40,,,449,23.577232360839844,,
40,0.453125,8.907690048217773,450,,0.453125,8.907690048217773
41,0.3515625,4.027864456176758,461,,0.3515625,4.027864456176758
42,0.4296875,2.8372228145599365,472,,0.4296875,2.8372228145599365
