epoch,epoch_val_accuracy,step,test_accuracy,train_loss,val_accuracy,val_loss
0,,49,0.8125,0.6580581665039062,,
0,0.6614583134651184,69,,,0.6614583134651184,0.852992832660675
1,,99,0.640625,0.6875356435775757,,
1,0.6953125,139,,,0.6953125,0.737968921661377
2,,149,0.78125,0.5030684471130371,,
2,,199,0.8125,0.45575428009033203,,
2,0.7018229365348816,209,,,0.7018229365348816,0.7029222846031189
3,,249,0.859375,0.3234192430973053,,
3,0.6966145634651184,279,,,0.6966145634651184,0.7693014144897461
4,,299,0.890625,0.30868080258369446,,
4,,349,0.890625,0.27870726585388184,,
4,0.7278645634651184,349,,,0.7278645634651184,0.6938943266868591
5,,399,0.890625,0.306800901889801,,
5,0.72265625,419,,,0.72265625,0.6556394696235657
6,,449,0.890625,0.22864623367786407,,
6,0.7552083134651184,489,,,0.7552083134651184,0.6664500832557678
7,,499,0.96875,0.18277549743652344,,
7,,549,0.953125,0.16440434753894806,,
7,0.7317708134651184,559,,,0.7317708134651184,0.7626950144767761
8,,599,0.96875,0.14446529746055603,,
8,0.7708333134651184,629,,,0.7708333134651184,0.6968533992767334
9,,649,0.953125,0.21046581864356995,,
9,,699,0.953125,0.19223788380622864,,
9,0.7734375,699,,,0.7734375,0.6051965951919556
10,,749,0.9375,0.17186518013477325,,
10,0.7604166865348816,769,,,0.7604166865348816,0.6999800205230713
11,,799,0.984375,0.14087872207164764,,
11,0.7669270634651184,839,,,0.7669270634651184,0.6935301423072815
12,,849,0.921875,0.15124168992042542,,
12,,899,0.90625,0.22428208589553833,,
12,0.7864583134651184,909,,,0.7864583134651184,0.6063207387924194
13,,949,0.921875,0.2443838119506836,,
13,0.7513020634651184,979,,,0.7513020634651184,0.9018816351890564
14,,999,0.96875,0.12231489270925522,,
14,,1049,0.953125,0.1360728144645691,,
14,0.7942708134651184,1049,,,0.7942708134651184,0.6657535433769226
15,,1099,0.984375,0.029872454702854156,,
15,0.7942708134651184,1119,,,0.7942708134651184,0.6302587389945984
16,,1149,0.96875,0.07698647677898407,,
16,0.8138020634651184,1189,,,0.8138020634651184,0.5612193942070007
17,,1199,0.953125,0.08942354470491409,,
17,,1249,0.96875,0.045264001935720444,,
17,0.8294270634651184,1259,,,0.8294270634651184,0.522399365901947
18,,1299,0.984375,0.03659654036164284,,
18,0.8177083134651184,1329,,,0.8177083134651184,0.5488594174385071
19,,1349,0.96875,0.07811547815799713,,
19,,1399,0.984375,0.06671334058046341,,
19,0.8151041865348816,1399,,,0.8151041865348816,0.5264036059379578
20,,1449,0.953125,0.0678650513291359,,
20,0.8216145634651184,1469,,,0.8216145634651184,0.5488250255584717
21,,1499,0.984375,0.0455380380153656,,
21,0.81640625,1539,,,0.81640625,0.5694775581359863
22,,1549,1.0,0.02285573072731495,,
22,,1599,1.0,0.036900974810123444,,
22,0.8098958134651184,1609,,,0.8098958134651184,0.5625938773155212
23,,1649,0.984375,0.10167726874351501,,
23,0.8216145634651184,1679,,,0.8216145634651184,0.5468995571136475
24,,1699,1.0,0.017600057646632195,,
24,,1749,0.984375,0.07256538420915604,,
24,0.80859375,1749,,,0.80859375,0.5738041996955872
25,,1799,0.984375,0.06410224735736847,,
25,0.8138020634651184,1819,,,0.8138020634651184,0.5789067149162292
26,,1849,1.0,0.008808467537164688,,
26,0.8203125,1889,,,0.8203125,0.5611193180084229
27,,1899,1.0,0.018012404441833496,,
27,,1949,0.953125,0.11121783405542374,,
27,0.8138020634651184,1959,,,0.8138020634651184,0.5657493472099304
28,,1999,1.0,0.02093300223350525,,
28,0.8229166865348816,2029,,,0.8229166865348816,0.5290091633796692
29,,2049,0.953125,0.13582628965377808,,
29,,2099,0.984375,0.057636063545942307,,
29,0.8177083134651184,2099,,,0.8177083134651184,0.5453851819038391
30,,2149,0.984375,0.053636860102415085,,
30,0.7981770634651184,2169,,,0.7981770634651184,0.6029561758041382
31,,2199,1.0,0.01613893359899521,,
31,0.8203125,2239,,,0.8203125,0.5326387882232666
32,,2249,0.96875,0.07815473526716232,,
32,,2299,0.984375,0.04952528700232506,,
32,0.82421875,2309,,,0.82421875,0.5464312434196472
33,,2349,1.0,0.026645835489034653,,
33,0.8138020634651184,2379,,,0.8138020634651184,0.5544078350067139
34,,2399,0.984375,0.08328555524349213,,
34,,2449,0.984375,0.049881964921951294,,
34,0.8268229365348816,2449,,,0.8268229365348816,0.5461950898170471
35,,2499,0.96875,0.08566989749670029,,
35,0.8125,2519,,,0.8125,0.5283979773521423
36,,2549,0.984375,0.03439752757549286,,
36,0.8372395634651184,2589,,,0.8372395634651184,0.5330472588539124
37,,2599,0.984375,0.06360949575901031,,
37,,2649,0.96875,0.07201336324214935,,
37,0.8255208134651184,2659,,,0.8255208134651184,0.5776749849319458
38,,2699,1.0,0.016460714861750603,,
38,0.8046875,2729,,,0.8046875,0.5560632348060608
39,,2749,0.984375,0.0483972541987896,,
39,,2799,0.984375,0.052412811666727066,,
39,0.8190104365348816,2799,,,0.8190104365348816,0.5349352955818176
40,,2849,0.984375,0.0459316149353981,,
40,0.8333333134651184,2869,,,0.8333333134651184,0.4961451590061188
41,,2899,0.953125,0.09037143737077713,,
41,0.8255208134651184,2939,,,0.8255208134651184,0.5463833808898926
42,,2949,1.0,0.04406479746103287,,
42,,2999,0.953125,0.12734723091125488,,
42,0.8033854365348816,3009,,,0.8033854365348816,0.6123666167259216
43,,3049,0.96875,0.09383586049079895,,
43,0.8072916865348816,3079,,,0.8072916865348816,0.5554490685462952
44,,3099,0.984375,0.05215264484286308,,
44,,3149,1.0,0.021543243899941444,,
44,0.8138020634651184,3149,,,0.8138020634651184,0.5423423647880554
45,,3199,0.953125,0.11626569926738739,,
45,0.8098958134651184,3219,,,0.8098958134651184,0.5464990735054016
46,,3249,0.984375,0.0979696586728096,,
46,0.8229166865348816,3289,,,0.8229166865348816,0.5380550026893616
47,,3299,0.96875,0.06052719056606293,,
47,,3349,0.984375,0.054499298334121704,,
47,0.8098958134651184,3359,,,0.8098958134651184,0.5550262331962585
48,,3399,0.984375,0.028368063271045685,,
48,0.81640625,3429,,,0.81640625,0.5381314754486084
49,,3449,0.984375,0.06140286475419998,,
49,,3499,1.0,0.018463315442204475,,
49,0.8072916865348816,3499,,,0.8072916865348816,0.5985016822814941
50,,3549,0.96875,0.07557913661003113,,
50,0.8307291865348816,3569,,,0.8307291865348816,0.4961965084075928
51,,3599,0.953125,0.07258757948875427,,
51,0.8255208134651184,3639,,,0.8255208134651184,0.5216842293739319
52,,3649,1.0,0.022717691957950592,,
52,,3699,0.96875,0.07621084898710251,,
52,0.8255208134651184,3709,,,0.8255208134651184,0.5329115390777588
53,,3749,0.984375,0.046788688749074936,,
53,0.8125,3779,,,0.8125,0.5596038103103638
54,,3799,0.984375,0.06172986328601837,,
54,,3849,0.96875,0.06248575821518898,,
54,0.8046875,3849,,,0.8046875,0.5533498525619507
55,,3899,1.0,0.02282620593905449,,
55,0.8203125,3919,,,0.8203125,0.5278317332267761
56,,3949,0.96875,0.08742950856685638,,
56,0.8098958134651184,3989,,,0.8098958134651184,0.5834928154945374
57,,3999,0.953125,0.09669752418994904,,
57,,4049,0.984375,0.04658878222107887,,
57,0.8346354365348816,4059,,,0.8346354365348816,0.49196305871009827
58,,4099,0.984375,0.036356862634420395,,
58,0.8059895634651184,4129,,,0.8059895634651184,0.5456094741821289
59,,4149,0.96875,0.05917120724916458,,
59,,4199,0.984375,0.05151592567563057,,
59,0.8151041865348816,4199,,,0.8151041865348816,0.5279138684272766
60,,4249,1.0,0.024446239694952965,,
60,0.8190104365348816,4269,,,0.8190104365348816,0.5094745755195618
61,,4299,0.984375,0.04592808336019516,,
61,0.8255208134651184,4339,,,0.8255208134651184,0.5165187120437622
62,,4349,1.0,0.03842560574412346,,
62,,4399,0.953125,0.17954321205615997,,
62,0.8138020634651184,4409,,,0.8138020634651184,0.5901077389717102
63,,4449,1.0,0.019889194518327713,,
63,0.8138020634651184,4479,,,0.8138020634651184,0.5253009796142578
64,,4499,0.984375,0.037232011556625366,,
64,,4549,0.984375,0.045795466750860214,,
64,0.82421875,4549,,,0.82421875,0.5371798872947693
65,,4599,1.0,0.02757066860795021,,
65,0.8229166865348816,4619,,,0.8229166865348816,0.5485848784446716
66,,4649,0.9375,0.09964247047901154,,
66,0.8138020634651184,4689,,,0.8138020634651184,0.5541003346443176
