epoch,step,val_reconstruction_loss
0,20,0.060703735798597336
1,41,0.04402991011738777
2,62,0.03896264731884003
3,83,0.036752406507730484
4,104,0.035919949412345886
5,125,0.03509014472365379
6,146,0.03363753482699394
7,167,0.03285890445113182
8,188,0.03240661695599556
9,209,0.03253138065338135
10,230,0.03204694390296936
11,251,0.031950537115335464
12,272,0.031755443662405014
13,293,0.0321856290102005
14,314,0.03045443259179592
15,335,0.02990884520113468
16,356,0.027880186215043068
17,377,0.026332667097449303
18,398,0.02621990442276001
19,419,0.023792698979377747
20,440,0.024508222937583923
21,461,0.022472864016890526
22,482,0.021715128794312477
23,503,0.020266789942979813
24,524,0.019685111939907074
25,545,0.019174987450242043
26,566,0.018894614651799202
27,587,0.019275948405265808
28,608,0.018960626795887947
29,629,0.01866251975297928
30,650,0.018465885892510414
31,671,0.018865860998630524
32,692,0.018215499818325043
33,713,0.018608465790748596
34,734,0.018729401752352715
35,755,0.01781245693564415
36,776,0.017574600875377655
37,797,0.017101848497986794
38,818,0.01641266606748104
39,839,0.01857605390250683
40,860,0.016549086198210716
41,881,0.015788402408361435
42,902,0.0162904504686594
43,923,0.014323982410132885
44,944,0.014162596315145493
45,965,0.013410893268883228
46,986,0.013555263169109821
47,1007,0.013148888945579529
48,1028,0.012987136840820312
49,1049,0.013020007871091366
50,1070,0.012949631549417973
51,1091,0.0129369692876935
52,1112,0.012968634255230427
53,1133,0.013062397949397564
54,1154,0.013156059198081493
55,1175,0.012707643210887909
56,1196,0.01310394424945116
57,1217,0.013140429742634296
58,1238,0.012450531125068665
59,1259,0.011965814046561718
60,1280,0.013322241604328156
61,1301,0.012432140298187733
62,1322,0.012080307118594646
63,1343,0.013193261809647083
64,1364,0.01072673499584198
65,1385,0.010590323247015476
66,1406,0.01031040120869875
67,1427,0.010370957665145397
68,1448,0.010252568870782852
69,1469,0.010302371345460415
70,1490,0.010257817804813385
71,1511,0.010302159003913403
72,1532,0.010289034806191921
73,1553,0.010384965687990189
74,1574,0.010597020387649536
75,1595,0.010458271019160748
76,1616,0.010344335809350014
77,1637,0.010576506145298481
78,1658,0.010042047128081322
79,1679,0.01016706321388483
80,1700,0.010261897929012775
81,1721,0.010486369021236897
82,1742,0.009653645567595959
83,1763,0.009325162507593632
84,1784,0.00951011199504137
85,1805,0.009126768447458744
86,1826,0.009916242212057114
87,1847,0.008733452297747135
88,1868,0.0089566670358181
89,1889,0.008658966980874538
90,1910,0.008742847479879856
91,1931,0.008630492724478245
92,1952,0.008677352219820023
93,1973,0.008588897995650768
94,1994,0.008694648742675781
95,2015,0.008875738829374313
96,2036,0.00889657437801361
97,2057,0.00999163556843996
98,2078,0.009150517173111439
99,2099,0.011371192522346973
100,2120,0.009047326631844044
101,2141,0.008647129870951176
102,2162,0.009168636985123158
103,2183,0.008277026936411858
104,2204,0.008156946860253811
105,2225,0.007839024066925049
106,2246,0.007808312773704529
107,2267,0.007480539381504059
108,2288,0.007369374856352806
109,2309,0.007650563959032297
110,2330,0.007471891585737467
111,2351,0.007472064346075058
112,2372,0.007604362443089485
113,2393,0.0075588165782392025
114,2414,0.007663594093173742
115,2435,0.00761321559548378
116,2456,0.007801999803632498
117,2477,0.007725121453404427
118,2498,0.00786092784255743
119,2519,0.009049352258443832
120,2540,0.0076423585414886475
121,2561,0.007986429147422314
122,2582,0.007492855191230774
123,2603,0.00746503472328186
124,2624,0.007066250313073397
125,2645,0.006676090881228447
126,2666,0.006688056979328394
127,2687,0.006583241280168295
128,2708,0.006617231760174036
129,2729,0.006356542464345694
130,2750,0.00638543488457799
131,2771,0.00639369385316968
132,2792,0.006501512136310339
133,2813,0.006325902417302132
134,2834,0.006576532032340765
135,2855,0.0066115823574364185
136,2876,0.006697601173073053
137,2897,0.006880065426230431
138,2918,0.006838344037532806
139,2939,0.00744381221011281
140,2960,0.007098797708749771
141,2981,0.007126952055841684
142,3002,0.006705254316329956
143,3023,0.00696321576833725
144,3044,0.0064908345229923725
145,3065,0.006267419550567865
146,3086,0.005919227842241526
147,3107,0.005825805012136698
148,3128,0.005843812599778175
149,3149,0.005826668813824654
150,3170,0.0057900347746908665
151,3191,0.005819035694003105
152,3212,0.00572325149551034
153,3233,0.00577096501365304
154,3254,0.005953326355665922
155,3275,0.005891090724617243
156,3296,0.006078071892261505
157,3317,0.006228629965335131
158,3338,0.0064352587796747684
159,3359,0.006411270704120398
