epoch,step,val_reconstruction_loss
0,20,0.7132663130760193
1,41,0.6077873110771179
2,62,0.5089796185493469
3,83,0.45322689414024353
4,104,0.4173617362976074
5,125,0.39692386984825134
6,146,0.38396796584129333
7,167,0.37690600752830505
8,188,0.37414324283599854
9,209,0.3734988868236542
10,230,0.37406158447265625
11,251,0.37296542525291443
12,272,0.369058221578598
13,293,0.36113014817237854
14,314,0.3499208986759186
15,335,0.33499446511268616
16,356,0.3188612759113312
17,377,0.30262598395347595
18,398,0.28615498542785645
19,419,0.26886406540870667
20,440,0.25438082218170166
21,461,0.23764152824878693
22,482,0.22455686330795288
23,503,0.21594206988811493
24,524,0.20748509466648102
25,545,0.2018771916627884
26,566,0.19599179923534393
27,587,0.1916046291589737
28,608,0.1883782595396042
29,629,0.18750499188899994
30,650,0.18778039515018463
31,671,0.1872657984495163
32,692,0.1867336481809616
33,713,0.18597252666950226
34,734,0.1865139603614807
35,755,0.18412227928638458
36,776,0.18092577159404755
37,797,0.17012576758861542
38,818,0.16376660764217377
39,839,0.15575426816940308
40,860,0.14363183081150055
41,881,0.13371746242046356
42,902,0.1272195726633072
43,923,0.12082406133413315
44,944,0.11638263612985611
45,965,0.11352822929620743
46,986,0.10979893803596497
47,1007,0.10896069556474686
48,1028,0.10791298002004623
49,1049,0.10783100873231888
50,1070,0.10813362151384354
51,1091,0.10775461792945862
52,1112,0.10718318819999695
53,1133,0.10623890161514282
54,1154,0.104287289083004
55,1175,0.10229047387838364
56,1196,0.09894317388534546
57,1217,0.09537673741579056
58,1238,0.09141498804092407
59,1259,0.08632996678352356
60,1280,0.08180397003889084
61,1301,0.07867641746997833
62,1322,0.07458136230707169
63,1343,0.0718802660703659
64,1364,0.06920763105154037
65,1385,0.0673690065741539
66,1406,0.0662345215678215
67,1427,0.065212681889534
68,1448,0.0650167465209961
69,1469,0.06503895670175552
70,1490,0.0656638890504837
71,1511,0.06512171030044556
72,1532,0.06456837803125381
73,1553,0.06410910934209824
74,1574,0.06263569742441177
75,1595,0.061465758830308914
76,1616,0.05944710969924927
77,1637,0.05821102485060692
78,1658,0.05506336688995361
79,1679,0.0531923733651638
80,1700,0.050941575318574905
81,1721,0.04856481775641441
82,1742,0.0466277115046978
83,1763,0.04509846493601799
84,1784,0.043541353195905685
85,1805,0.04271018132567406
86,1826,0.0420549102127552
87,1847,0.04188308119773865
88,1868,0.041527457535266876
89,1889,0.04159421846270561
90,1910,0.041537094861269
91,1931,0.04164154455065727
92,1952,0.04137022793292999
93,1973,0.041016194969415665
94,1994,0.0404701866209507
95,2015,0.03962188959121704
96,2036,0.038809407502412796
97,2057,0.038238879293203354
98,2078,0.03738422319293022
99,2099,0.03603764995932579
100,2120,0.03598511591553688
101,2141,0.03390084579586983
102,2162,0.03246593475341797
103,2183,0.03224589303135872
104,2204,0.031331539154052734
105,2225,0.031241044402122498
106,2246,0.030926821753382683
107,2267,0.03070773184299469
108,2288,0.030710898339748383
109,2309,0.030517691746354103
110,2330,0.03061985969543457
111,2351,0.030668960884213448
112,2372,0.030755147337913513
113,2393,0.030477268621325493
114,2414,0.030307352542877197
115,2435,0.030016085132956505
116,2456,0.029672814533114433
117,2477,0.02900143899023533
118,2498,0.029809078201651573
119,2519,0.02803683467209339
120,2540,0.029522007331252098
121,2561,0.02805907092988491
122,2582,0.028136685490608215
123,2603,0.02714870311319828
124,2624,0.026968834921717644
125,2645,0.027160486206412315
126,2666,0.026458604261279106
127,2687,0.02672465890645981
128,2708,0.0265835989266634
129,2729,0.02667616307735443
130,2750,0.02669663168489933
131,2771,0.026570802554488182
132,2792,0.026584016159176826
133,2813,0.02663048543035984
134,2834,0.0265627671033144
135,2855,0.0275134090334177
136,2876,0.026422986760735512
137,2897,0.02637716569006443
138,2918,0.02831200323998928
139,2939,0.026181401684880257
140,2960,0.025774409994482994
141,2981,0.0258976761251688
142,3002,0.0261740330606699
143,3023,0.025405898690223694
144,3044,0.026292897760868073
145,3065,0.025983711704611778
146,3086,0.025639988481998444
147,3107,0.025539418682456017
148,3128,0.025537380948662758
149,3149,0.025493228808045387
150,3170,0.025550387799739838
151,3191,0.025494704023003578
152,3212,0.02558053471148014
153,3233,0.025511885061860085
154,3254,0.025670364499092102
155,3275,0.02569528855383396
156,3296,0.02664540708065033
157,3317,0.025411531329154968
158,3338,0.02560536563396454
159,3359,0.025744406506419182
160,3380,0.026508867740631104
161,3401,0.025739500299096107
162,3422,0.02538648247718811
163,3443,0.02514832653105259
164,3464,0.025596240535378456
165,3485,0.025500522926449776
166,3506,0.025462018325924873
167,3527,0.025555601343512535
168,3548,0.02528887428343296
169,3569,0.025336148217320442
170,3590,0.025305116549134254
